record_id,scenario,expected_annual_loss_nzd,events_exposed,OBJECTID,asset_type,asset_group,asset_id,VALIDATIONSTATE,GlobalID,description,SITE,site_description,local_board,STREETNAME,STREETNUMBER,city,replacement_value_nzd,criticality_score,priority_score,risk_band
park-129,baseline,41955.75,4,129,Public Toilet,Building Level 3,10340-B001-151,3,b6ce21ea-c0ce-4013-9b73-abdef03221c0,Toilets - T30 (Onehunga Bay),10340,Onehunga Bay Reserve,Maungakiekie-Tamaki,Beachcroft Avenue,71-91,Auckland Central,450000.0,3,54542.475,Very high
park-135,baseline,41955.75,4,135,Public Toilet,Building Level 3,10443-B002-151,3,ac97a0c6-790d-4133-8a1b-bab27cd3fb3e,Toilet - R1 Rakino,10443,Rakino Island Community Hall & Toilets,Waiheke,South Pacific Road,1,Rakino Island,450000.0,3,54542.475,Very high
park-1832,baseline,41955.75,4,1832,Public Toilet,Building Level 3,10472-B025-151,3,ce9fd006-27aa-464e-898f-1ed57d33cb5a,Glamping Enviro Toilet,10472,Maungatauhoro/Wenderholm Regional Park,Rodney,Schischka Road,37,North shore,450000.0,3,54542.475,Very high
park-1939,baseline,41955.75,4,1939,Public Toilet,Building Level 3,33755-B002-100,3,31b28112-37e1-4012-bd20-f5c2522eb293,Eastern Viaduct Toilets,33755,Viaduct,Waitemata,Quay Street,,Auckland,450000.0,3,54542.475,Very high
park-1974,baseline,41955.75,4,1974,Public Toilet,Building Level 3,24810-B004-151,3,65762b5f-6b1b-4410-bb91-daf9724ac25d,Composting Toilet - South Browns Island,24810,Browns Island (Motukorea) Regional Park,Waiheke,Hauraki Gulf Maritime Pk (Motukorea Is),,AUCKLAND,450000.0,3,54542.475,Very high
park-2009,baseline,41955.75,4,2009,Public Toilet,Building Level 3,21994-B001-151,3,36d0a60e-e9ff-4c81-8e3e-455252028189,Public toilet,21994,Hobsonville Esplanade,Upper Harbour,Buckley Avenue,,Auckland,450000.0,3,54542.475,Very high
park-384,baseline,41955.75,4,384,Public Toilet,Building Level 3,22175-B001-151,3,536ff983-07b5-495b-8358-e899e2a81b33,Toilet-Opposite Wharf,22175,Port Albert Wharf Reserve,Rodney,"Sec 1 SO 70567, Wharf Road",,Auckland,450000.0,3,54542.475,Very high
park-493,baseline,41955.75,4,493,Public Toilet,Building Level 3,11323-B003-151,3,7f91bfd4-9a62-42e0-8b92-0ff0097e712a,Parakai Toilet - 30m NE of Camp Entrance,11323,Kaipatiki Recreation Reserve,Rodney,Parkhurst Road,150,Auckland,450000.0,3,54542.475,Very high
park-498,baseline,41955.75,4,498,Public Toilet,Building Level 3,11369-B001-151,3,79b6fda8-cd5a-4ee0-8d6c-557bbbc4aab0,Toilet-Titirangi Beach,11369,Titirangi Beach,Waitakere Ranges,Titirangi Beach Road,,Waitakere,450000.0,3,54542.475,Very high
park-747,baseline,41955.75,4,747,Public Toilet,Building Level 3,20119-B002-151,3,032bcbbb-00c3-4b6f-96b4-cd8cf77a00ae,Toilet-Scotts Landing Next To Boat Ramp,20119,Streetscape - Rodney,Rodney,Ridge Road,,Auckland,450000.0,3,54542.475,Very high
park-1078,baseline,27970.5,4,1078,Playground - Public Access,Playground Location,22865-L100-230-EXW-001,3,16e43ee4-45a2-4cd8-9be4-2f7a6fb4b09d,PS_Playground,22865,Orua Bay Reserves,Franklin,Orua Bay Beach Road,,Auckland,300000.0,2,32166.074999999997,Moderate
park-1170,baseline,27970.5,4,1170,Playground - Public Access,Playground Location,10791-L100-230-EXW-001,3,9bc1b236-f25c-4c7f-83f8-27cc1ed33e01,PS_Playground,10791,Rautawa Place Reserve,Franklin,Rautawa Place,9R,Franklin,300000.0,2,32166.074999999997,Moderate
park-1218,baseline,27970.5,4,1218,Playground - Public Access,Playground Location,11088-L100-230-EXW-001,3,e6a84c65-0c44-4057-8fde-7fa3a3925893,PS_Playground (Whole)-,11088,Wairoa Road Reserve,Devonport-Takapuna,Narrow Neck,1,Auckland,300000.0,2,32166.074999999997,Moderate
park-1257,baseline,27970.5,4,1257,Playground - Public Access,Playground Location,20554-L100-230-EXW-001,3,eb577770-bbff-4353-9bc0-a6fb5f917a16,PS_Playground Rq693,20554,The Esplanade Blackpool,Waiheke,The Esplanade,,Waiheke Island,300000.0,2,32166.074999999997,Moderate
park-1406,baseline,27970.5,4,1406,Playground - Public Access,Playground Location,11246-L100-230-EXW-001,3,3657f2cc-d824-457f-924a-4937ed5b744e,PS_Playground (Whole) - Foreshore,11246,Shelly Beach Reserve,Rodney,Shelly Beach Road,3,Auckland,300000.0,2,32166.074999999997,Moderate
park-1698,baseline,27970.5,4,1698,Playground - Public Access,Playground Location,22175-L100-230-EXW-002,3,852a2c2f-2507-44dd-a234-79bc8f55fb34,PS_Playground-Boat Sandpit,22175,Port Albert Wharf Reserve,Rodney,"Sec 1 SO 70567, Wharf Road",,Auckland,300000.0,2,32166.074999999997,Moderate
park-1967,baseline,16278.75,3,1967,Public Toilet,Building Level 3,11323-B011-151,3,59289577-f624-44b6-93ff-f394c7346f26,Toilet - By Playground,11323,Kaipatiki Recreation Reserve,Rodney,Parkhurst Road,150,Auckland,450000.0,3,21162.375,Low
park-2019,baseline,16278.75,3,2019,Public Toilet,Building Level 3,11274-B031-151,3,f298cfdc-7cbd-4b55-87ee-dcdf3ec3a815,New Toilet-Whangateau Hall Grounds,11274,"Whangateau Reserve, Holiday Park & Hall",Rodney,Leigh Road,511,Auckland,450000.0,3,21162.375,Low
park-253,baseline,16278.75,3,253,Public Toilet,Building Level 3,10754-B002-151,3,c8501210-ab3a-430d-8de3-d5f2687b8f28,Toilet-Sailing Club(Bramley Drive Res),10754,Bramley Drive Reserve,Howick,Bramley Drive,15R,Auckland,450000.0,3,21162.375,Low
park-292,baseline,16278.75,3,292,Public Toilet,Building Level 3,10480-B009-151,3,2489181d-b9c4-4277-b72f-9cf6826a8668,Vault Toilet 10 Behind Woolshed - Tawh,10480,Tawharanui Regional Park,Rodney,Takatu Road,1181,North Shore,450000.0,3,21162.375,Low
park-556,baseline,16278.75,3,556,Public Toilet,Building Level 3,22237-B002-151,3,fae35927-d8b4-4d01-b292-29d7f0209839,Toilet-At Ferry Terminal,22237,Sandspit Reserve - Rodney,Rodney,Sandspit Road,1429,Auckland,450000.0,3,21162.375,Low
park-608,baseline,16278.75,3,608,Public Toilet,Building Level 3,22237-B003-151,3,fd71fd64-3253-4ab7-9c6d-a7164d037e39,Toilet-concrete(Sandspit Res) Playground,22237,Sandspit Reserve - Rodney,Rodney,Sandspit Road,1336,Auckland,450000.0,3,21162.375,Low
park-1051,baseline,10852.5,3,1051,Playground - Public Access,Playground Location,10529-L100-230-EXW-001,3,e59d3c9a-1b0c-4a99-b2e4-7e22de0d96ad,PS_Playground,10529,Clarks Beach Boat Ramp,Franklin,Torkar Road,,Auckland South,300000.0,2,12480.374999999998,Low
park-1202,baseline,10852.5,3,1202,Playground - Public Access,Playground Location,11275-L100-230-EXW-002,3,6a62c11c-25af-458c-91a0-c77b8b533bf1,PS_Playground (Whole)-Beach foreshore,11275,Stanmore Bay Park,Hibiscus and Bays,Brightside Road,159-177,Auckland,300000.0,2,12480.374999999998,Low
park-1463,baseline,10852.5,3,1463,Playground - Public Access,Playground Location,10020-L100-230-EXW-002,3,b642af73-f1e5-4ed3-99f1-ff0ec2467585,PS_Playground Rwv67 Off 98 Ireland,10020,Panmure Basin/Peterson Reserve,Maungakiekie-Tamaki,Ireland Road,100,Auckland Central,300000.0,2,12480.374999999998,Low
park-923,baseline,10852.5,3,923,Playground - Public Access,Playground Location,10236-L100-230-EXW-L01,3,e5995903-5df1-498b-a8af-ae1f80dc8578,PS_Playground,10236,Parnell Salt Water Baths,Waitemata,St Stephens Avenue,158,Auckland,300000.0,2,12480.374999999998,Low
park-667,baseline,7222.5,2,667,Public Toilet,Building Level 3,10479-B005-151,3,d008ca45-433f-4380-952b-aae471792df9,Toilet Block Okoromai Bay - Shak,10479,Te Haruhi/Shakespear Regional Park,Hibiscus and Bays,Whangaparaoa Road,1501,Whangaparaoa,450000.0,3,9389.25,Low
park-738,baseline,7222.5,2,738,Public Toilet,Building Level 3,20007-B003-151,3,6c67252c-b2fa-45f0-a2a7-7fcaaabc1cb3,Toilet-Brick (Windsor Reserve),20007,Windsor Reserve,Devonport-Takapuna,Victoria Road,2,Auckland,450000.0,3,9389.25,Low
park-889,baseline,7222.5,2,889,Public Toilet,Building Level 3,20171-B002-101,3,be24ba59-8e6a-43e5-8bd0-6e884540ce52,Public Toilet - (Wilsons Beach & access),20171,Clarks Beach-Wilson Beach Access,Franklin,Torkar Road,,Auckland,450000.0,3,9389.25,Low
park-1776,baseline,5426.25,3,1776,Fitness Station - Public Access,Fitness Location,10754-L100-230-EXW-L02,3,9ccdc469-a474-4d19-a9ef-d431977fba02,PS_Fitness Station,10754,Bramley Drive Reserve,Howick,Bramley Drive,94R,Auckland,150000.0,2,6240.187499999999,Low
park-1703,baseline,5362.5,1,1703,Changing Shed,Building Level 3,10530-B001-152,3,bec2ef43-fd2c-4cbb-a94a-447522bd1868,Changing room area,10530,Grahams Beach Road Reserve,Franklin,Grahams Beach Road,,Manukau,650000.0,2,6166.874999999999,Low
park-1029,baseline,4815.0,2,1029,Playground - Public Access,Playground Location,10035-L100-230-EXW-001,3,7b964fd2-9e39-4df2-a05b-59f65eb92b49,PS_Playground Rq698,10035,Ostend Domain,Waiheke,Wharf Road,67,Waiheke Island,300000.0,2,5537.25,Low
park-1199,baseline,4815.0,2,1199,Playground - Public Access,Playground Location,20007-L100-230-EXW-001,3,c8f2d6cd-0bdd-4d59-b6b1-361504124ba7,PS_Playground (Whole)-,20007,Windsor Reserve,Devonport-Takapuna,Victoria Road,2,Auckland,300000.0,2,5537.25,Low
park-1309,baseline,4815.0,2,1309,Playground - Public Access,Playground Location,10736-L100-230-EXW-001,3,39793de6-b50c-4c04-b55a-ab66fe94be3f,PS_Playground,10736,Kiwi Esplanade (Boat Ramp),Mangere-Otahuhu,Kiwi Esplanade,32R,Manukau,300000.0,2,5537.25,Low
park-199,baseline,3712.500000000001,1,199,Public Toilet,Building Level 3,10530-B001-151,3,e9d77842-03fa-4a3a-8bee-992c7f84ad9f,Toilet- (Grahams Beach Reserve)- Shower,10530,Grahams Beach Road Reserve,Franklin,Grahams Beach Road,,Manukau,450000.0,3,4826.250000000001,Low
park-589,baseline,3712.500000000001,1,589,Public Toilet,Building Level 3,20119-B004-151,3,c71cce29-ac5c-4ad5-8f61-638a8aa7c474,Toilet-100m Before Pakiri Beach Parking,20119,Streetscape - Rodney,Rodney,Pakiri River Road,,Auckland,450000.0,3,4826.250000000001,Low
park-806,baseline,3712.500000000001,1,806,Public Toilet,Building Level 3,10736-B002-151,3,044f9555-45a1-451a-9518-2f63ac941062,Toilet-Kiwi Esplanade Boat Ramp-Exeloo,10736,Kiwi Esplanade (Boat Ramp),Mangere-Otahuhu,Kiwi Esplanade,32R,Manukau,450000.0,3,4826.250000000001,Low
park-1013,baseline,2475.0,1,1013,Playground - Public Access,Playground Location,20823-L100-230-EXW-001,3,49834631-ea86-4c8a-b975-a7030331f23a,PS_Playground Rqu11,20823,Taylors Bay Road Reserve,Puketapapa,Bluff Terrace,,Auckland,300000.0,2,2846.25,Low
park-1,baseline,0.0,0,1,Public Toilet,Building Level 3,10004-B001-151,3,892c6beb-e917-4100-9037-0ea5803e1a3a,Toilet - W45 ( Walker Park),10004,Walker Park,Albert-Eden,Walker Road,7-51,Auckland Central,450000.0,3,0.0,No modelled exposure
park-10,baseline,0.0,0,10,Library,Building Level 3,10011-B001-151,3,38f4cb73-9166-481e-9539-bc3080bd02a7,Auckland Central Library - Lv 01,10011,Auckland Central Library,Waitemata,Lorne Street,44-48,Auckland,15000000.0,5,0.0,No modelled exposure
park-100,baseline,0.0,0,100,Public Toilet,Building Level 3,10305-B003-151,3,140a19e3-639b-4265-96a3-5c4102b83bc0,Toilet- T13 (Panmure wharf reserve),10305,Panmure Wharf Reserve,Maungakiekie-Tamaki,Kings Road,102-104,Auckland Central,450000.0,3,0.0,No modelled exposure
park-1000,baseline,0.0,0,1000,Playground - Public Access,Playground Location,11143-L100-230-EXW-001,3,0c1465aa-dfb2-4359-b7f8-c9591835983f,PS_Playground (Whole)-,11143,Narrow Neck Beach,Devonport-Takapuna,Old Lake Road,2,Auckland,300000.0,2,0.0,No modelled exposure
park-1001,baseline,0.0,0,1001,Playground - Public Access,Playground Location,11075-L100-230-EXW-001,3,6268f43a-d62c-48bc-86f1-36c5d94719be,PS_Playground (Whole)-,11075,Totaravale Reserve,Kaipatiki,Totaravale Drive,37,Auckland,300000.0,2,0.0,No modelled exposure
park-1002,baseline,0.0,0,1002,Playground - Public Access,Playground Location,11367-L100-230-EXW-001,3,ee868d1b-43f5-46e1-acd5-2e16f6225d9f,PS_Playground,11367,Fairdene Reserve,Henderson-Massey,Fairdene Avenue,25,Auckland,300000.0,2,0.0,No modelled exposure
park-1003,baseline,0.0,0,1003,Playground - Public Access,Playground Location,23367-L100-230-EXW-001,3,f63bcb50-889b-4c9a-a7fc-baad0e5a0cd0,PS_Playground,23367,Babich Reserve,Henderson-Massey,Babich Road North,98,Auckland,300000.0,2,0.0,No modelled exposure
park-1004,baseline,0.0,0,1004,Playground - Public Access,Playground Location,20026-L100-230-EXW-001,3,3abf9758-2617-4d21-9e27-ba2123836cd5,PS_Playground (Whole)-,20026,Bath Street Reserve,Devonport-Takapuna,Bath Street,2,North Shore,300000.0,2,0.0,No modelled exposure
park-1005,baseline,0.0,0,1005,Playground - Public Access,Playground Location,10691-L100-230-EXW-002,3,676fcf6e-2cc1-427b-9a76-1a51c5ad420b,PS_Playground,10691,East Tamaki Reserve,Otara-Papatoetoe,East Tamaki Road,244R,Auckland,300000.0,2,0.0,No modelled exposure
park-1006,baseline,0.0,0,1006,Playground - Public Access,Playground Location,20311-L100-230-EXW-001,3,7dd1f3f3-9389-4720-99d8-b0b4c1d2635e,PS_Playground (Whole)-,20311,Northboro Reserve,Devonport-Takapuna,Northboro Road,39,Auckland,300000.0,2,0.0,No modelled exposure
park-1007,baseline,0.0,0,1007,Playground - Public Access,Playground Location,21571-L100-230-EXW-001,3,f442cb79-89b3-422c-a22f-181bcdcd53ed,PS_Playground Scd54,21571,Swainston Reserve,Orakei,John Shaw Drive,12,Auckland,300000.0,2,0.0,No modelled exposure
park-1008,baseline,0.0,0,1008,Playground - Public Access,Playground Location,10056-L100-230-EXW-001,3,f1c90a18-49a8-4b1b-866c-329b7e074e1c,PS_Playground Scy56,10056,Ellerslie Domain,Orakei,Main Highway,182-186,Auckland,300000.0,2,0.0,No modelled exposure
park-1009,baseline,0.0,0,1009,Playground - Public Access,Playground Location,10343-L100-230-EXW-001,3,b1839d10-8726-4ecb-9552-c48f96d24991,PS_Playground Rq965,10343,Pollard Park,Albert-Eden,Waitomo Avenue,1A,Auckland,300000.0,2,0.0,No modelled exposure
park-101,baseline,0.0,0,101,Public Toilet,Building Level 3,10307-B001-151,3,8c49fa31-375b-438b-bf0e-3e3a30dcbaa3,Toilet - Lumsden Green 58-90 Davis Cresc,10307,Lumsden Green,Waitemata,Davis Crescent,58-60,Auckland,450000.0,3,0.0,No modelled exposure
park-1010,baseline,0.0,0,1010,Playground - Public Access,Playground Location,20672-L100-230-EXW-001,3,237509b4-3f4f-45ce-9c2a-bc2fa1084178,PS_Playground Rzx71,20672,Mulberry Grove Reserve & School,Aotea/Great Barrier,Shoal Bay Road,271,Auckland,300000.0,2,0.0,No modelled exposure
park-1011,baseline,0.0,0,1011,Playground - Public Access,Playground Location,10116-L100-230-EXW-001,3,7fb72a52-30d0-4652-a7f3-f051fabf03aa,PS_Playground Rql01,10116,Little Rangitoto Reserve,Orakei,Upland Road,55-71,Auckland,300000.0,2,0.0,No modelled exposure
park-1012,baseline,0.0,0,1012,Playground - Public Access,Playground Location,22672-L100-230-EXW-001,3,63395153-aff1-4cd3-a3e6-aaff33495236,PS_Playground,22672,Alan Reserve,Henderson-Massey,Tango Place,19,Auckland,300000.0,2,0.0,No modelled exposure
park-1014,baseline,0.0,0,1014,Playground - Public Access,Playground Location,21173-L100-230-EXW-001,3,f8d758c7-b015-4842-9fca-523d93baed60,PS_Playground Rj674,21173,Braemar Reserve,Albert-Eden,Carrington Road,192,Auckland,300000.0,2,0.0,No modelled exposure
park-1015,baseline,0.0,0,1015,Playground - Public Access,Playground Location,21408-L100-230-EXW-001,3,760e57db-20fd-4eb4-9349-1d89ec484e84,PS_Playground,21408,Home Reserve,Waitemata,King Street,19,Auckland,300000.0,2,0.0,No modelled exposure
park-1016,baseline,0.0,0,1016,Playground - Public Access,Playground Location,10442-L100-230-EXW-001,3,bacb2368-f48d-42f2-948b-f5d1418fadc2,PS_Playground Rxi26,10442,Palm Beach Reserve,Waiheke,Palm Road,53,Waiheke Island,300000.0,2,0.0,No modelled exposure
park-1017,baseline,0.0,0,1017,Playground - Public Access,Playground Location,21661-L151-230-EXW-001,3,de753977-087f-4576-b007-b3c4d6508b41,PS_Playground,21661,Burundi Ave Foreshore,Manurewa,Finlayson Avenue,99R,Auckland,300000.0,2,0.0,No modelled exposure
park-1018,baseline,0.0,0,1018,Playground - Public Access,Playground Location,21444-L100-230-EXW-001,3,5aa41a4f-6a86-45d3-84b0-a1d28b9c705f,PS_Playground Rr036,21444,Tirotai Reserve,Waitemata,Tirotai Crescent,6,Auckland,300000.0,2,0.0,No modelled exposure
park-1019,baseline,0.0,0,1019,Playground - Public Access,Playground Location,21011-L100-230-EXW-001,3,df621991-77ef-4d29-bdf5-23ab14e0011c,PS_Playground Rj720,21011,Costley Reserve,Waitemata,Costley Street,3,Auckland,300000.0,2,0.0,No modelled exposure
park-102,baseline,0.0,0,102,Public Toilet,Building Level 3,10308-B022-151,3,d32f4793-8c42-45f3-992d-9cb668b6e3bc,Toilet - H28 (Wintergarden),10308,Auckland Domain,Waitemata,Park Road,20,Auckland,450000.0,3,0.0,No modelled exposure
park-1020,baseline,0.0,0,1020,Playground - Public Access,Playground Location,10213-L100-230-EXW-001,3,5a68b7ed-b62e-4df4-a763-147af771c0ea,PS_Playground Rj481,10213,Jordan Park,Maungakiekie-Tamaki,Jordan Avenue,5A,Auckland Central,300000.0,2,0.0,No modelled exposure
park-1021,baseline,0.0,0,1021,Playground - Public Access,Playground Location,21188-L100-230-EXW-001,3,d5af4c5c-d5f2-4376-acb2-eca5c69c1540,PS_Playground Ry826,21188,Watling Reserve,Albert-Eden,Watling Street,35,Auckland,300000.0,2,0.0,No modelled exposure
park-1022,baseline,0.0,0,1022,Playground - Public Access,Playground Location,10373-L100-230-EXW-001,3,f428b1e2-236e-4346-9783-952844cc6036,PS_Playground Rj500,10373,Savage Park,Maungakiekie-Tamaki,Hamlin Road,10,Auckland Central,300000.0,2,0.0,No modelled exposure
park-1023,baseline,0.0,0,1023,Playground - Public Access,Playground Location,10155-L100-230-EXW-003,3,d8102dd7-241c-47e5-8046-391079c22908,PS_Playground Rq836,10155,Grey Lynn Park,Waitemata,Williamson Avenue,69-71,Auckland,300000.0,2,0.0,No modelled exposure
park-1024,baseline,0.0,0,1024,Playground - Public Access,Playground Location,10582-L100-230-EXW-001,3,74b99774-9c65-4ec0-bc47-54f07bfb986c,PS_Playground,10582,The Dale,Manurewa,Coxhead Road,72R,Auckland,300000.0,2,0.0,No modelled exposure
park-1025,baseline,0.0,0,1025,Playground - Public Access,Playground Location,10389-L100-230-EXW-001,3,04978da7-b51b-4824-87b3-40b30466d523,PS_Playground Rwt25,10389,Gribblehirst Park,Albert-Eden,Sandringham Road,225,Auckland Central,300000.0,2,0.0,No modelled exposure
park-1026,baseline,0.0,0,1026,Playground - Public Access,Playground Location,10387-L100-230-EXW-002,3,eead4914-4e90-432b-9694-6aa7ac9fc41c,PS_Playground_Pt Erin Park_Rlv84,10387,Te Oka / Point Erin Park,Waitemata,Shelly Beach Road,94,Auckland,300000.0,2,0.0,No modelled exposure
park-1027,baseline,0.0,0,1027,Playground - Public Access,Playground Location,10219-L100-230-EXW-001,3,8dc4faa6-eda2-4c62-b95c-2c01a32ea366,PS_Playground Rdf79,10219,Anderson Park,Albert-Eden,Preston Avenue,19A,Auckland,300000.0,2,0.0,No modelled exposure
park-1028,baseline,0.0,0,1028,Playground - Public Access,Playground Location,20930-L100-230-EXW-001,3,c21998b7-0256-4d6d-aca2-0ad08ca7cdce,PS_Playground Ruz60,20930,Virginia Reserve,Albert-Eden,Virginia Avenue West,55,Auckland,300000.0,2,0.0,No modelled exposure
park-103,baseline,0.0,0,103,Public Toilet,Building Level 3,10312-B001-151,3,e3f6f229-51b6-4d0b-9a29-fb39fb0f515c,Toilet - W22 Sandringham Road Reserve,10312,Sandringham Reserve,Albert-Eden,Sandringham Road,598,Auckland Central,450000.0,3,0.0,No modelled exposure
park-1030,baseline,0.0,0,1030,Playground - Public Access,Playground Location,10464-L100-230-EXW-001,3,c34f8a0c-16aa-4015-8e81-c14721d74c46,PS_Playground-Sunken garden-rearVisitorC,10464,Botanic Gardens Regional Park,Manurewa,Hill Road,100,Manukau,300000.0,2,0.0,No modelled exposure
park-1031,baseline,0.0,0,1031,Playground - Public Access,Playground Location,21589-L100-230-EXW-001,3,470f78d2-2c5e-4b92-be0c-b6979335a4b6,PS_Playground,21589,Balgowan Reserve,Papakura,Balgowan Terrace,8R,Auckland,300000.0,2,0.0,No modelled exposure
park-1032,baseline,0.0,0,1032,Playground - Public Access,Playground Location,20255-L100-230-EXW-001,3,f153a176-39e3-4d82-aae9-8dddd1939911,PS_Playground,20255,Waimate Park,Otara-Papatoetoe,Waimate Street,39R,Auckland,300000.0,2,0.0,No modelled exposure
park-1033,baseline,0.0,0,1033,Playground - Public Access,Playground Location,10383-L100-230-EXW-001,3,ef75444d-7529-419b-a434-9012217ed633,PS_Playground,10383,Murphy Park,Mangere-Otahuhu,Church Street,102,Auckland,300000.0,2,0.0,No modelled exposure
park-1034,baseline,0.0,0,1034,Playground - Public Access,Playground Location,21631-L100-230-EXW-001,3,13853dc9-cfff-432b-bb21-b1ed963ebf37,PS_Playground,21631,Robin Brooke Park,Howick,Robin Brooke Drive,2R,Auckland,300000.0,2,0.0,No modelled exposure
park-1035,baseline,0.0,0,1035,Playground - Public Access,Playground Location,21251-L100-230-EXW-001,3,523f7124-4219-437e-a7f2-d9baf73834e1,PS_Playground,21251,Archmillen Park,Howick,Archmillen Avenue,76R,Auckland,300000.0,2,0.0,No modelled exposure
park-1036,baseline,0.0,0,1036,Playground - Public Access,Playground Location,21090-L100-230-EXW-001,3,42784b5d-a507-4de4-830f-5eb9e270a8fa,PS_Playground (Whole)-,21090,Nile Reserve (Milford),Devonport-Takapuna,Nile Road,39,Auckland,300000.0,2,0.0,No modelled exposure
park-1037,baseline,0.0,0,1037,Playground - Public Access,Playground Location,10586-L100-230-EXW-001,3,10f927a6-ba25-46a6-9e1e-08ebe8cbb460,PS_Playground,10586,Beachlands Domain,Franklin,Beachlands Road,35R,Auckland,300000.0,2,0.0,No modelled exposure
park-1038,baseline,0.0,0,1038,Playground - Public Access,Playground Location,11115-L100-230-EXW-001,3,82fae5dd-cf5e-4f6c-970c-cdeccfb8f644,PS_Playground-Opaketai BeachHaven Garden,11115,Opaketai Beach Haven Garden,Kaipatiki,Rangatira Road,364,Auckland,300000.0,2,0.0,No modelled exposure
park-1039,baseline,0.0,0,1039,Playground - Public Access,Playground Location,22034-L100-230-EXW-001,3,55155d5d-e66b-4eb0-b8fc-85783212990c,PS_Playground,22034,Jacaranda Avenue Reserve,Kaipatiki,Jacaranda Avenue,18,Auckland,300000.0,2,0.0,No modelled exposure
park-104,baseline,0.0,0,104,Public Toilet,Building Level 3,10315-B007-151,3,ffee659c-d2b8-4b74-ab9b-9688695a49e3,Toilet - Adjacent to playground,10315,Jellicoe Park & Onehunga War Mem Pools,Maungakiekie-Tamaki,Park Gardens,1,Auckland Central,450000.0,3,0.0,No modelled exposure
park-1040,baseline,0.0,0,1040,Playground - Public Access,Playground Location,10395-L100-230-EXW-001,3,71708ad1-d6ad-4263-ae87-ecea8150ecdb,PS_Playground Rrm43,10395,Newmarket Park,Waitemata,Ayr Street,51,Auckland,300000.0,2,0.0,No modelled exposure
park-1041,baseline,0.0,0,1041,Playground - Public Access,Playground Location,10351-L100-230-EXW-001,3,29ce1da4-e531-47fd-9cde-e0f55d057c44,PS_Playground Scl67,10351,Owairaka Park,Albert-Eden,Owairaka Avenue,56-60,Auckland Central,300000.0,2,0.0,No modelled exposure
park-1042,baseline,0.0,0,1042,Playground - Public Access,Playground Location,21481-L100-230-EXW-001,3,6223407f-810b-4979-bda3-d9afa0133a6b,PS_Playground Rj405,21481,Buchanan Park,Maungakiekie-Tamaki,Arthur Street,203A,Auckland,300000.0,2,0.0,No modelled exposure
park-1043,baseline,0.0,0,1043,Playground - Public Access,Playground Location,21606-L100-230-EXW-001,3,20d57d62-d78e-4a53-8e97-f5176efa8703,PS_Playground,21606,Richard Park,Howick,Richard Avenue,19R,Auckland,300000.0,2,0.0,No modelled exposure
park-1044,baseline,0.0,0,1044,Playground - Public Access,Playground Location,21715-L100-230-EXW-001,3,1fbdaebd-b316-4012-874d-342e55556b94,PS_Playground,21715,Cargill Reserve,Papakura,Cargill Street,91R,Auckland,300000.0,2,0.0,No modelled exposure
park-1045,baseline,0.0,0,1045,Playground - Public Access,Playground Location,21094-L100-230-EXW-001,3,0f4ad853-2740-458f-b7f3-e09c68d5622f,PS_Playground (Whole)-,21094,Northcroft Esplanade Reserve,Devonport-Takapuna,Northcroft Street,40,Auckland,300000.0,2,0.0,No modelled exposure
park-1046,baseline,0.0,0,1046,Playground - Public Access,Playground Location,21819-L100-230-EXW-001,3,4114f34a-1928-46ee-a6d3-43f5c0ccbab2,PS_Playground,21819,Brylee Drive Reserve,Papakura,Brylee Drive,12R,Auckland,300000.0,2,0.0,No modelled exposure
park-1047,baseline,0.0,0,1047,Playground - Public Access,Playground Location,21506-L100-230-EXW-001,3,a9baf619-08d3-44fb-b6fe-5907fdda1152,PS_Playground,21506,Tiraumea Drive Island Reserve,Howick,Tiraumea Drive,,Auckland,300000.0,2,0.0,No modelled exposure
park-1048,baseline,0.0,0,1048,Playground - Public Access,Playground Location,20298-L100-230-EXW-001,3,659d7df2-236a-4807-a84a-3659412a1e50,PS_Playground,20298,Crown Park,Otara-Papatoetoe,Cobham Crescent,45R,Auckland,300000.0,2,0.0,No modelled exposure
park-1049,baseline,0.0,0,1049,Playground - Public Access,Playground Location,20001-L100-230-EXW-001,3,d27d716b-3237-48da-8089-dec5d12000d5,PS_Playground,20001,Village Green (Papakura Service Centre),Papakura,Coles Crescent,35,Papakura,300000.0,2,0.0,No modelled exposure
park-105,baseline,0.0,0,105,Public Toilet,Building Level 3,10319-B003-151,3,28549cc5-55a9-4e6d-9f1d-9a51424be12c,Toilet - Wi6 (Surfdale Esplanade),10319,Surfdale Hall Reserve & Foreshore,Waiheke,Hamilton Road,4,Waiheke Island,450000.0,3,0.0,No modelled exposure
park-1050,baseline,0.0,0,1050,Playground - Public Access,Playground Location,22326-L100-230-EXW-001,3,09874ba1-f801-4b5f-8edd-36bc5790ac1e,PS_Playground,22326,Whiteacres Park,Howick,Whiteacres Drive,20R,Auckland,300000.0,2,0.0,No modelled exposure
park-1052,baseline,0.0,0,1052,Playground - Public Access,Playground Location,20509-L100-230-EXW-001,3,a550ac1b-d0a0-431d-b325-3807df257bf7,PS_Playground,20509,Kelvin Strand,Henderson-Massey,Kelvin Crescent,9,Auckland,300000.0,2,0.0,No modelled exposure
