record_id,scenario,expected_annual_loss_nzd,events_exposed,OBJECTID,asset_type,asset_group,asset_id,VALIDATIONSTATE,GlobalID,description,SITE,site_description,local_board,STREETNAME,STREETNUMBER,city,replacement_value_nzd,criticality_score,priority_score,risk_band
park-1506,baseline,0.0,0,1506,Playground - Public Access,Playground Location,10241-L100-230-EXW-001,3,33f93e19-a159-461c-bee7-54092fac2b95,PS_Playground Rj459,10241,Konini Reserve,Maungakiekie-Tamaki,Waiohua Road,18A,Auckland,300000.0,2,0.0,No modelled exposure
park-1507,baseline,0.0,0,1507,Playground - Public Access,Playground Location,10286-L100-230-EXW-001,3,2c3db40a-6476-4d16-abee-69a3b58cf46c,PS_Playground Ry424,10286,Potters Park,Albert-Eden,Balmoral Road,173,Auckland Central,300000.0,2,0.0,No modelled exposure
park-1508,baseline,0.0,0,1508,Playground - Public Access,Playground Location,10356-L100-230-EXW-001,3,00c3019c-e137-46e8-abc7-d6e7076ab5ce,PS_Playground Rj801,10356,Western Park - Freemans Bay,Waitemata,Ponsonby Road,5,Auckland,300000.0,2,0.0,No modelled exposure
park-1509,baseline,0.0,0,1509,Playground - Public Access,Playground Location,10179-L100-230-EXW-001,3,9fc118f3-0ea8-4345-a8b9-ab17ad3f903c,PS_Playground,10179,Maungawhau/Mount Eden,Albert-Eden,Mount Eden Road,250,Auckland Central,300000.0,2,0.0,No modelled exposure
park-151,baseline,0.0,0,151,Public Toilet,Building Level 3,10468-B036-151,3,db10fb16-bd47-4aba-801d-ebe77be89b79,Secret Hut on MA baitline (Remote Site),10468,Hunua Ranges Regional Park,Franklin,Falls Road,,Papakura,450000.0,3,0.0,No modelled exposure
park-1510,baseline,0.0,0,1510,Playground - Public Access,Playground Location,21429-L100-230-EXW-001,3,d6d41ff2-123d-46b4-a6db-d5bd1f8abe52,PS_Playground,21429,Sutton Park,Mangere-Otahuhu,Vine Street,48R,Auckland,300000.0,2,0.0,No modelled exposure
park-1511,baseline,0.0,0,1511,Playground - Public Access,Playground Location,21540-L100-230-EXW-001,3,44bc72c9-39a2-4c10-b18b-7cb0f55e8a33,PS_Playground-East Topland Dr,21540,Topland Park,Howick,Topland Drive,8R,Auckland,300000.0,2,0.0,No modelled exposure
park-1512,baseline,0.0,0,1512,Playground - Public Access,Playground Location,21678-L100-230-EXW-001,3,e84600bb-6774-4566-8c4a-627a67c03925,PS_Playground,21678,Purata Park,Mangere-Otahuhu,Ambury Road,39R,Auckland,300000.0,2,0.0,No modelled exposure
park-1513,baseline,0.0,0,1513,Playground - Public Access,Playground Location,10642-L100-230-EXW-001,3,dfcba2f7-9db7-4e00-b5ac-cedd77ac6184,PS_Playground,10642,Waterlea Park,Mangere-Otahuhu,House Avenue,28R,Auckland,300000.0,2,0.0,No modelled exposure
park-1514,baseline,0.0,0,1514,Playground - Public Access,Playground Location,22482-L100-230-EXW-002,3,a4e26910-5d34-44d7-89e9-ecdfdbeae831,PS_Playground-Hilling St,22482,Crum Park,Whau,Hilling Street,52A,Auckland,300000.0,2,0.0,No modelled exposure
park-1515,baseline,0.0,0,1515,Playground - Public Access,Playground Location,22883-L100-230-EXW-001,3,98856e5e-8c6f-44e7-96c4-85dd655712f8,PS_Playground,22883,Premila Drive Reserve,Franklin,Premila Drive,,Auckland,300000.0,2,0.0,No modelled exposure
park-1516,baseline,0.0,0,1516,Playground - Public Access,Playground Location,22639-L100-230-EXW-001,3,662615f8-94ab-4e2b-b127-bcef5e38fd25,PS_Playground,22639,Bridge Avenue Reserve,Henderson-Massey,Bridge Avenue,28,Auckland,300000.0,2,0.0,No modelled exposure
park-1517,baseline,0.0,0,1517,Playground - Public Access,Playground Location,22987-L100-230-EXW-001,3,487a4e16-71b1-48c3-9d9f-1a4760ac53a9,PS_Playground,22987,Norana Park,Mangere-Otahuhu,Norana Avenue,21R,Auckland,300000.0,2,0.0,No modelled exposure
park-1518,baseline,0.0,0,1518,Playground - Public Access,Playground Location,20263-L100-230-EXW-001,3,e2a1fa06-159a-47d0-8f0a-8385056208a4,PS_Playground-Centre of reserve,20263,Parkhaven Reserve,Papakura,Parkhaven Drive,80R,Auckland,300000.0,2,0.0,No modelled exposure
park-1519,baseline,0.0,0,1519,Playground - Public Access,Playground Location,10167-L100-230-EXW-001,3,1bc3739d-6f15-4e0f-89d8-733227996a5e,PS_Playground,10167,Fairburn Reserve,Mangere-Otahuhu,Mason Avenue,28-34,Auckland Central,300000.0,2,0.0,No modelled exposure
park-152,baseline,0.0,0,152,Public Toilet,Building Level 3,10468-B035-151,3,30b2aa4f-e823-48ce-a50a-fd30d4cd4631,Kokako Cafe pit toilet (Remote Site),10468,Hunua Ranges Regional Park,Franklin,Falls Road,,Papakura,450000.0,3,0.0,No modelled exposure
park-1520,baseline,0.0,0,1520,Playground - Public Access,Playground Location,22264-L100-230-EXW-001,3,1fbacde6-2e86-405a-8961-cadf7ddf0e07,PS_Playground (Whole),22264,Excelsior Way Reserve,Rodney,May Way,4,Auckland,300000.0,2,0.0,No modelled exposure
park-1521,baseline,0.0,0,1521,Playground - Public Access,Playground Location,20706-L100-230-EXW-001,3,c4278bfe-16b7-4a95-9ab3-7480403d5cef,PS_Playground,20706,Mcclintock Reserve,Henderson-Massey,Mcclintock Road,22,Auckland,300000.0,2,0.0,No modelled exposure
park-1522,baseline,0.0,0,1522,Playground - Public Access,Playground Location,11138-L100-230-EXW-001,3,cebd90a7-00bf-43dc-a889-cf6971e0f554,PS_Playground (Whole)-,11138,Kaipatiki Park,Kaipatiki,Kaipatiki Road,146,Auckland,300000.0,2,0.0,No modelled exposure
park-1523,baseline,0.0,0,1523,Playground - Public Access,Playground Location,22560-L100-230-EXW-001,3,978b9107-931e-4b7a-a028-53374ce2e090,PS_Playground,22560,Semillon Reserve,Henderson-Massey,Semillon Avenue,23,Auckland,300000.0,2,0.0,No modelled exposure
park-1524,baseline,0.0,0,1524,Playground - Public Access,Playground Location,21976-L100-230-EXW-001,3,11c62455-4df8-492e-a5e5-ebe935cd6ba8,PS_Playground (Whole)-,21976,Shelter Reserve,Upper Harbour,Shelter Drive,25,Auckland,300000.0,2,0.0,No modelled exposure
park-1525,baseline,0.0,0,1525,Playground - Public Access,Playground Location,21877-L100-230-EXW-001,3,8ab8f956-c074-4f6a-b55b-289bc85429d2,PS_Playground,21877,Onedin Green,Waitakere Ranges,Onedin Place,11,Auckland,300000.0,2,0.0,No modelled exposure
park-1526,baseline,0.0,0,1526,Playground - Public Access,Playground Location,20716-L100-230-EXW-001,3,e52d9dbb-b9da-4a3c-8a97-98e0a3033b39,PS_Playground,20716,Mckinley Park,Henderson-Massey,Mckinley Road,6,Auckland,300000.0,2,0.0,No modelled exposure
park-1527,baseline,0.0,0,1527,Playground - Public Access,Playground Location,22788-L100-230-EXW-001,3,07e9bb49-8211-4f42-a108-7058cd631e62,PS_Playground,22788,Weymouth Park (Joshua Place Reserve),Manurewa,Weymouth Road,454R,Auckland,300000.0,2,0.0,No modelled exposure
park-1528,baseline,0.0,0,1528,Playground - Public Access,Playground Location,20876-L100-230-EXW-001,3,603322ae-3bf4-414e-b804-fe5577abf3c6,PS_Playground,20876,Manutewhau Walk and Reserve,Henderson-Massey,Jadewynn Drive,13,Auckland,300000.0,2,0.0,No modelled exposure
park-1529,baseline,0.0,0,1529,Playground - Public Access,Playground Location,11438-L100-230-EXW-001,3,fd297bcd-f6fa-43e3-bb0c-31b1cfd2d0a4,PS_Playground,11438,Marinich Reserve,Henderson-Massey,Marinich Drive,20,Auckland,300000.0,2,0.0,No modelled exposure
park-153,baseline,0.0,0,153,Public Toilet,Building Level 3,10469-B009-151,3,a1a60444-d505-40a3-8fac-700bd4e2a4a1,Kayak Camp Compost Toilet (Remote Accs),10469,Duder Regional Park,Franklin,North Road,933R,Franklin,450000.0,3,0.0,No modelled exposure
park-1530,baseline,0.0,0,1530,Playground - Public Access,Playground Location,20519-L100-230-EXW-001,3,367ba686-e5f7-4512-af62-b2c258b54889,PS_Playground,20519,Highland Park,Howick,Highland Park Drive,35R,Auckland,300000.0,2,0.0,No modelled exposure
park-1531,baseline,0.0,0,1531,Playground - Public Access,Playground Location,22578-L100-230-EXW-001,3,1d3cb3fa-5596-42e2-8103-f84599b3bea7,PS_Playground,22578,Tangiwai Reserve,Waitakere Ranges,Huia Road,201,Auckland,300000.0,2,0.0,No modelled exposure
park-1532,baseline,0.0,0,1532,Playground - Public Access,Playground Location,22637-L100-230-EXW-001,3,c7e60a97-13be-4bd8-b872-dd3c942b5da5,PS_Playground,22637,Barrys Reserve,Henderson-Massey,Barrys Road,16,Auckland,300000.0,2,0.0,No modelled exposure
park-1533,baseline,0.0,0,1533,Playground - Public Access,Playground Location,22495-L100-230-EXW-001,3,45b82477-7f28-4514-bb8d-3813f45dd3d6,PS_Playground,22495,Don Buck Corner,Henderson-Massey,Don Buck Road,20-28,Auckland,300000.0,2,0.0,No modelled exposure
park-1534,baseline,0.0,0,1534,Playground - Public Access,Playground Location,11274-L100-230-EXW-001,3,8a1279f5-1361-4a78-b041-36d944cd971f,PS_Playground-Outside BBQ area,11274,"Whangateau Reserve, Holiday Park & Hall",Rodney,Leigh Road,559,Auckland,300000.0,2,0.0,No modelled exposure
park-1535,baseline,0.0,0,1535,Playground - Public Access,Playground Location,11072-L100-230-EXW-002,3,beaaef48-c0b8-4da0-bee4-3212898beedd,PS_Playground (Whole) - Community Centre,11072,Sunnynook Park,Devonport-Takapuna,Sunnynook Road,90,Auckland,300000.0,2,0.0,No modelled exposure
park-1536,baseline,0.0,0,1536,Playground - Public Access,Playground Location,10892-L100-230-EXW-001,3,2098ad1d-0115-4f15-bc7b-903f32cf0189,PS_Playground- Ellerslie Flower Show,10892,Totara Park,Manurewa,Wairere Road,90R,Auckland,300000.0,2,0.0,No modelled exposure
park-1537,baseline,0.0,0,1537,Playground - Public Access,Playground Location,23220-L100-230-EXW-001,3,16a58f27-18d8-41ee-a6d9-4499cdf0814b,PS_Playground,23220,Coombe Avenue Reserve,Otara-Papatoetoe,Coombe Avenue,,Auckland,300000.0,2,0.0,No modelled exposure
park-1538,baseline,0.0,0,1538,Playground - Public Access,Playground Location,22414-L100-230-EXW-001,3,e3278530-da50-4fea-8a25-8142af8c828f,PS_Playground (Whole)-,22414,Kaipara Crescent Reserve,Rodney,Kaipara Crescent,24,Auckland,300000.0,2,0.0,No modelled exposure
park-1539,baseline,0.0,0,1539,Playground - Public Access,Playground Location,22165-L100-230-EXW-001,3,6abee675-3154-4196-ad96-3183c8a5dd61,PS_Playground (Whole)-,22165,Point Wells Foreshore Reserve,Rodney,Harbour View Road,36,Auckland,300000.0,2,0.0,No modelled exposure
park-154,baseline,0.0,0,154,Changing Shed,Building Level 3,10470-B014-152,3,3316d891-f956-4deb-8549-f9f9438a05a0,Changing area,10470,Awhitu Regional Park,Franklin,Brook Road,,Auckland,650000.0,2,0.0,No modelled exposure
park-1540,baseline,0.0,0,1540,Playground - Public Access,Playground Location,22181-L100-230-EXW-001,3,caa530b2-127e-4662-ac81-90503b43e284,PS_Playground (Whole)-,22181,Park Reserve,Kaipatiki,Park Road,59,Auckland,300000.0,2,0.0,No modelled exposure
park-1541,baseline,0.0,0,1541,Playground - Public Access,Playground Location,22761-L100-230-EXW-001,3,524a5db7-27f7-41d9-b4ae-01ac80bd104d,PS_Playground,22761,Leaver Park,Manurewa,Leaver Place,3R,Auckland,300000.0,2,0.0,No modelled exposure
park-1542,baseline,0.0,0,1542,Playground - Public Access,Playground Location,23311-L100-230-EXW-001,3,94089bf4-951f-4124-b05d-c96bae171312,PS_Playground (Whole)-,23311,Belmont Rose Gardens,Devonport-Takapuna,Lake Road,152,Auckland,300000.0,2,0.0,No modelled exposure
park-1543,baseline,0.0,0,1543,Playground - Public Access,Playground Location,21063-L100-230-EXW-001,3,70b3da5f-50c8-48fd-b3a7-160dd599df7f,PS_Playground,21063,Wood Bay Reserve,Waitakere Ranges,Wood Bay Road,,Auckland,300000.0,2,0.0,No modelled exposure
park-1544,baseline,0.0,0,1544,Playground - Public Access,Playground Location,11043-L100-230-EXW-001,3,e95437be-39ee-414b-ab27-e04ae4c3e89e,PS_Playground (Whole)-,11043,Mairangi Bay Beach Reserve,Hibiscus and Bays,Brighton Terrace,16,North Shore,300000.0,2,0.0,No modelled exposure
park-1545,baseline,0.0,0,1545,Playground - Public Access,Playground Location,21498-L100-230-EXW-001,3,8463882c-8b69-481e-aa49-6a3a4660d360,PS_Playground,21498,Tington Park,Manurewa,Glenross Drive,11R,Auckland,300000.0,2,0.0,No modelled exposure
park-1546,baseline,0.0,0,1546,Playground - Public Access,Playground Location,22302-L100-230-EXW-001,3,8bdc02e3-289c-423d-b391-85c72da7bc5e,PS_Playground (Whole)-,22302,Warkworth River Bank-Town W/Way,Rodney,Wharf Street,,Auckland,300000.0,2,0.0,No modelled exposure
park-1547,baseline,0.0,0,1547,Playground - Public Access,Playground Location,21968-L100-230-EXW-001,3,93af656c-fd83-46de-bba2-3ff7bb0f8d68,PS_Playground (Whole)-,21968,Sanders Reserve,Upper Harbour,Sanders Avenue,142,Auckland,300000.0,2,0.0,No modelled exposure
park-1548,baseline,0.0,0,1548,Playground - Public Access,Playground Location,10935-L100-230-EXW-001,3,502e4206-8702-4c5c-88b1-1f4669108e15,PS_Playground (Whole)-,10935,Greenhithe War Memorial Park,Upper Harbour,Roland Road,10,Auckland,300000.0,2,0.0,No modelled exposure
park-1549,baseline,0.0,0,1549,Playground - Public Access,Playground Location,11095-L100-230-EXW-001,3,5b6adfe6-811d-4e53-9528-97cc4aca13ad,PS_Playground (Whole)-,11095,Elliott Reserve,Kaipatiki,Elliott Avenue,34,Auckland,300000.0,2,0.0,No modelled exposure
park-155,baseline,0.0,0,155,Public Toilet,Building Level 3,10470-B018-151,3,554170eb-0c25-4dc6-ba94-2891ada94ae1,Peninsula Campground Toilet-Awhi,10470,Awhitu Regional Park,Franklin,Brook Road,,Auckland,450000.0,3,0.0,No modelled exposure
park-1550,baseline,0.0,0,1550,Playground - Public Access,Playground Location,20907-L100-230-EXW-001,3,316a96b8-ab9e-48cf-bbdf-8dc6cdf74ec4,PS_Playground,20907,Clavoy Park,Howick,Clavoy Place,5R,Auckland,300000.0,2,0.0,No modelled exposure
park-1551,baseline,0.0,0,1551,Playground - Public Access,Playground Location,10933-L100-230-EXW-001,3,b665c841-8914-4472-b2f8-81e68a601bf9,PS_Playground (Whole)-,10933,Kell Park,Upper Harbour,Dairy Flat Highway,257,Auckland,300000.0,2,0.0,No modelled exposure
park-1552,baseline,0.0,0,1552,Playground - Public Access,Playground Location,22537-L100-230-EXW-001,3,740b39bf-eadf-471c-986f-485f4670e516,PS_Playground,22537,Tatyana Park,Henderson-Massey,Tatyana Place,24A,Auckland,300000.0,2,0.0,No modelled exposure
park-1553,baseline,0.0,0,1553,Playground - Public Access,Playground Location,20447-L100-230-EXW-001,3,8f940268-f7cb-471f-b815-c90ade6c9f36,PS_Playground (Whole)-,20447,Holloway Reserve (Prev Aramoana Reserve),Devonport-Takapuna,Aramoana Avenue,76,Auckland,300000.0,2,0.0,No modelled exposure
park-1554,baseline,0.0,0,1554,Playground - Public Access,Playground Location,10107-L100-230-EXW-001,3,31a756cd-1b2d-4833-a6fe-edc6c9b6712a,PS_Playground,10107,Eastdale Reserve,Whau,Eastdale Road,33-37,Auckland,300000.0,2,0.0,No modelled exposure
park-1555,baseline,0.0,0,1555,Playground - Public Access,Playground Location,10927-L100-230-EXW-001,3,d025483e-a309-4539-a0ef-573a31611030,PS_Playground (Whole)-,10927,Onepoto Domain,Kaipatiki,Tarahanga Street,24,Auckland,300000.0,2,0.0,No modelled exposure
park-1556,baseline,0.0,0,1556,Playground - Public Access,Playground Location,21847-L100-230-EXW-001,3,adeb4354-aa59-4d36-b228-c47110de72e6,PS_Playground (Whole)-,21847,Wentworth Park,Upper Harbour,Wentworth Park,43,Auckland,300000.0,2,0.0,No modelled exposure
park-1557,baseline,0.0,0,1557,Playground - Public Access,Playground Location,10431-L100-230-EXW-001,3,2cb2b761-62d3-48c7-9d86-19ee54ef63dd,PS_Playground,10431,Craigavon Park,Whau,Kinross Street,82-86,Auckland,300000.0,2,0.0,No modelled exposure
park-1558,baseline,0.0,0,1558,Playground - Public Access,Playground Location,10425-L100-230-EXW-001,3,2847420d-72f3-48f7-8a94-7cf195d9e564,PS_Playground Raa84,10425,Comm Hall (Medical),Aotea/Great Barrier,Hector Sanderson Road,80,Great Barrier Island,300000.0,2,0.0,No modelled exposure
park-1559,baseline,0.0,0,1559,Playground - Public Access,Playground Location,23078-L100-230-EXW-001,3,638d3a19-c191-4dae-b765-228753a28ad3,PS_Playground Rvh06,23078,Old Mill Reserve,Waitemata,Old Mill Road,120,Auckland,300000.0,2,0.0,No modelled exposure
park-156,baseline,0.0,0,156,Public Toilet,Building Level 3,10470-B023-151,3,b19dd7b7-d33f-4e56-9194-6790bb648d11,Brook Campground Toilet-Awhi,10470,Awhitu Regional Park,Franklin,Brook Road,,Auckland,450000.0,3,0.0,No modelled exposure
park-1560,baseline,0.0,0,1560,Playground - Exclusive Access,Playground Location,10022-L100-230-EXW-001,3,fd172f34-1729-450d-9df1-50578548b75f,PS_Playground Rdg58,10022,Leicester Hall,Orakei,Findlay Street,20,Auckland,300000.0,2,0.0,No modelled exposure
park-1561,baseline,0.0,0,1561,Playground - Public Access,Playground Location,10116-L100-230-EXW-002,3,0c5ebb4a-53c7-4494-8aa3-9312bdd8a4de,PS_Playground Rr271,10116,Little Rangitoto Reserve,Orakei,Upland Road,55-71,Auckland,300000.0,2,0.0,No modelled exposure
park-1562,baseline,0.0,0,1562,Playground - Public Access,Playground Location,21723-L100-230-EXW-001,3,aa0432bf-0920-4a88-a27b-e921c3db984d,PS_Playground,21723,Carisbrook Reserve,Papakura,Dominion Road,152,Auckland,300000.0,2,0.0,No modelled exposure
park-1563,baseline,0.0,0,1563,Playground - Public Access,Playground Location,10418-L100-230-EXW-001,3,d26e3726-5f70-41df-82a2-f6c0a987c48c,PS_Playground,10418,Riversdale Reserve,Whau,Riversdale Road,93-123,Auckland,300000.0,2,0.0,No modelled exposure
park-1564,baseline,0.0,0,1564,Playground - Public Access,Playground Location,23100-L100-230-EXW-001,3,57e62a07-e120-4528-a31e-05013c183f0a,PS_Playground Rol56,23100,Ascot Park,Orakei,Greenlane East Road,61,Auckland,300000.0,2,0.0,No modelled exposure
park-1565,baseline,0.0,0,1565,Playground - Public Access,Playground Location,20611-L100-230-EXW-001,3,bde40c07-2cb8-4d1c-9ddc-5637a41e6074,PS_Playground Rq695,20611,Oneroa Beach Reserve,Waiheke,Beach Parade,,Waiheke Island,300000.0,2,0.0,No modelled exposure
park-1566,baseline,0.0,0,1566,Playground - Public Access,Playground Location,20356-L100-230-EXW-001,3,309112fd-9f8c-4b32-a4b6-ed3a49f7944f,PS_Playground,20356,Huntington Park,Howick,Huntington Park Drive,30R,Auckland,300000.0,2,0.0,No modelled exposure
park-1567,baseline,0.0,0,1567,Playground - Public Access,Playground Location,20874-L100-230-EXW-001,3,914f07f4-eb29-4af9-a06d-e83df19b4d59,PS_Playground-Nikau St,20874,Manuka Park,Whau,Nikau Street,62,Auckland,300000.0,2,0.0,No modelled exposure
park-1568,baseline,0.0,0,1568,Playground - Public Access,Playground Location,10416-L100-230-EXW-001,3,c2614070-fa29-455c-acfb-ac9c96464121,PS_Playground Rqu10,10416,Griffin Reserve,Albert-Eden,Griffin Avenue,13,Auckland Central,300000.0,2,0.0,No modelled exposure
park-1569,baseline,0.0,0,1569,Playground - Public Access,Playground Location,20387-L100-230-EXW-001,3,190c0fd9-038e-4f0e-9c1b-72d8a729792e,PS_Playground,20387,Wiri Stream Reserve,Manurewa,Kerrs Road,39R,Auckland,300000.0,2,0.0,No modelled exposure
park-157,baseline,0.0,0,157,Public Toilet,Building Level 3,10471-B010-100,3,84058e38-498f-4620-b3e9-d53faf1a78f6,Ambury Park Toilets Farm Display Centre,10471,Te Ara i Tautahi/Ambury Regional Park,Mangere-Otahuhu,Ambury Road,43,Manukau,450000.0,3,0.0,No modelled exposure
park-1570,baseline,0.0,0,1570,Playground - Public Access,Playground Location,22787-L100-230-EXW-001,3,9f983103-2f7c-4969-81c5-a4ade5e814ca,PS_Playground-Close to John Walker Drive,22787,John Walker Park,Manurewa,John Walker Drive,64R,Auckland,300000.0,2,0.0,No modelled exposure
park-1571,baseline,0.0,0,1571,Playground - Public Access,Playground Location,22737-L100-230-EXW-001,3,75808da3-07d2-4dd3-9f92-1d068184ec94,PS_Playground,22737,Luke Street Reserve,Mangere-Otahuhu,Luke Street,30,Auckland,300000.0,2,0.0,No modelled exposure
park-1572,baseline,0.0,0,1572,Playground - Public Access,Playground Location,23075-L100-230-EXW-001,3,1fd3c1eb-e88e-4c26-bb2a-8fa3b8671302,PS_Playground,23075,Charles Dickens Park,Howick,Charles Dickens Drive,25R,Auckland,300000.0,2,0.0,No modelled exposure
park-1573,baseline,0.0,0,1573,Playground - Public Access,Playground Location,10782-L100-230-EXW-001,3,83b5cd99-7c6d-4380-9cc0-99f7cb72414e,PS_Playground,10782,Eastern Beach Playground Park,Howick,The Esplanade,34R,Auckland,300000.0,2,0.0,No modelled exposure
park-1574,baseline,0.0,0,1574,Playground - Public Access,Playground Location,22721-L100-230-EXW-001,3,d34ba775-a779-4e3b-9687-50d81c23e658,PS_Playground,22721,Kennelly Park,Franklin,Kennelly Cresent,29,Auckland,300000.0,2,0.0,No modelled exposure
park-1575,baseline,0.0,0,1575,Playground - Public Access,Playground Location,22315-L100-230-EXW-001,3,7fdf5e24-f4d8-42fc-867b-ab5a7f45a50c,PS_Playground,22315,Morrin Cooper Park (Whitford Park),Howick,Whitford Road,39R,Auckland,300000.0,2,0.0,No modelled exposure
park-1576,baseline,0.0,0,1576,Playground - Public Access,Playground Location,22986-L100-230-EXW-001,3,1aac6662-8ff8-4ead-880b-1cd3358d50a6,PS_Playground,22986,Orangewood Park (Northpark Ave,Howick,Orangewood Drive,23R,Auckland,300000.0,2,0.0,No modelled exposure
park-1577,baseline,0.0,0,1577,Playground - Public Access,Playground Location,10618-L100-230-EXW-001,3,32ffa628-e718-441c-881d-35bd8444559c,PS_Playground,10618,Gallaher Park,Manurewa,Alfriston Road,21R,Auckland,300000.0,2,0.0,No modelled exposure
park-1578,baseline,0.0,0,1578,Playground - Public Access,Playground Location,24436-L100-230-EXW-001,3,4e6195f5-9e36-41c8-86ad-b00a067848b8,PS_Playground,24436,Te Kotuitanga Park,Whau,Tiverton Road,72-80,Auckland,300000.0,2,0.0,No modelled exposure
park-1579,baseline,0.0,0,1579,Playground - Public Access,Playground Location,10158-L100-230-EXW-001,3,e7e6aa97-84e3-4f49-bfd8-a7f88ac7c5d5,PS_Playground,10158,Seaside Park,Mangere-Otahuhu,Brady Road,1-15,Auckland,300000.0,2,0.0,No modelled exposure
park-158,baseline,0.0,0,158,Public Toilet,Building Level 3,10473-B025-151,3,62d8ea99-3059-48c5-9ce8-011c3383ebbc,Toilet Block North Gound - Long,10473,Te Oneroa o Kahu/Long Bay Regional Park,Hibiscus and Bays,Beach Road,2000,North Shore,450000.0,3,0.0,No modelled exposure
park-1580,baseline,0.0,0,1580,Playground - Public Access,Playground Location,22904-L100-230-EXW-001,3,031c9467-9fad-4031-b757-1b491e8ec5a6,PS_Playground,22904,Windrush Park (Pershore Reserve),Mangere-Otahuhu,Heyford Close,52R,Auckland,300000.0,2,0.0,No modelled exposure
park-1581,baseline,0.0,0,1581,Playground - Public Access,Playground Location,10278-L100-230-EXW-001,3,d0e5468b-8a17-4c7a-84e4-7b2ac3d151b2,PS_Playground Ry506,10278,West Reserve,Puketapapa,Currie Avenue,21,Auckland Central,300000.0,2,0.0,No modelled exposure
park-1582,baseline,0.0,0,1582,Playground - Public Access,Playground Location,21658-L100-230-EXW-001,3,4f09ca87-e02b-442a-9faa-4a33bae82c37,PS_Playground,21658,Reelick Park,Howick,Reelick Avenue,23R,Auckland,300000.0,2,0.0,No modelled exposure
park-1583,baseline,0.0,0,1583,Playground - Public Access,Playground Location,22367-L100-230-EXW-001,3,5a424c28-d5eb-423f-8582-6b78e9851cc3,PS_Playground (Whole)-,22367,Te Hana Reserve,Rodney,Whakapirau Road,12,Auckland,300000.0,2,0.0,No modelled exposure
park-1584,baseline,0.0,0,1584,Playground - Public Access,Playground Location,22275-L100-230-EXW-001,3,b02376cc-801a-48ef-b505-01ee8651addc,PS_Playground (Whole)-,22275,Fernwood Grove,Kaipatiki,Fernwood Grove,2,Auckland,300000.0,2,0.0,No modelled exposure
park-1585,baseline,0.0,0,1585,Playground - Public Access,Playground Location,21726-L100-230-EXW-001,3,6cb4b120-3324-495c-9151-22402964fe8a,PS_Playground,21726,Raphoe Park,Howick,Thomas Road to Te Irirangi Drv,22R,Auckland,300000.0,2,0.0,No modelled exposure
park-1586,baseline,0.0,0,1586,Playground - Public Access,Playground Location,22936-L100-230-EXW-001,3,4b190ebb-1d3a-4ab5-bb8f-2cd9d191b32e,PS_Playground-Macadamia Close ent,22936,Macadamia Park (Melia Grove Reserve),Manurewa,Melia Grove,15,Auckland,300000.0,2,0.0,No modelled exposure
park-1587,baseline,0.0,0,1587,Playground - Public Access,Playground Location,11471-L100-230-EXW-001,3,397ddea1-4964-433e-9763-c0dfcf95b4f9,PS_Playground,11471,Ceramco Park,Waitakere Ranges,Glendale Road,112,Auckland,300000.0,2,0.0,No modelled exposure
park-1588,baseline,0.0,0,1588,Playground - Public Access,Playground Location,10368-L100-230-EXW-003,3,6980f8ef-1a12-49e2-9271-5ca0cd915ceb,PS_Playground-Rathlin St,10368,Blockhouse Bay Recreation Res,Whau,Terry Street,31-35,Auckland,300000.0,2,0.0,No modelled exposure
park-1589,baseline,0.0,0,1589,Playground - Public Access,Playground Location,11201-L100-230-EXW-002,3,80f2208a-3bb0-4b43-86c7-8a78e71a7230,PS_Playground (Whole) - Junior,11201,Huapai Recreation Reserve,Rodney,Tapu Road,46,Auckland,300000.0,2,0.0,No modelled exposure
park-159,baseline,0.0,0,159,Public Toilet,Building Level 3,10473-B026-151,3,73162e15-fd62-459b-a43d-33b195eff1ab,Toilet Block South Ground - Long,10473,Te Oneroa o Kahu/Long Bay Regional Park,Hibiscus and Bays,Beach Road,2000,North Shore,450000.0,3,0.0,No modelled exposure
park-1590,baseline,0.0,0,1590,Playground - Public Access,Playground Location,21006-L100-230-EXW-002,3,5a1a4c1f-85d9-4100-a19c-694c6b86d671,PS_Playground (Whole)-,21006,Wanita Reserve,Kaipatiki,Wanita Place,5,Auckland,300000.0,2,0.0,No modelled exposure
park-1591,baseline,0.0,0,1591,Playground - Public Access,Playground Location,22218-L100-230-EXW-001,3,eca9c76a-6e40-4577-a46a-25d1de52da51,PS_Playground (Whole)-,22218,Windy Ridge Reserve,Kaipatiki,Windy Ridge Road,2,Auckland,300000.0,2,0.0,No modelled exposure
park-1592,baseline,0.0,0,1592,Playground - Public Access,Playground Location,22898-L100-230-EXW-001,3,cf599900-867e-4573-bf44-d090418795ea,PS_Playground,22898,Possum Bourne Reserve,Franklin,Lough Bourne Drive,36,Auckland,300000.0,2,0.0,No modelled exposure
park-1593,baseline,0.0,0,1593,Playground - Public Access,Playground Location,22932-L100-230-EXW-002,3,0555f79f-e9ba-476e-b627-2c7c32b25096,PS_Playground,22932,McShane Street Reserve,Franklin,Mcshane Street,31,Auckland,300000.0,2,0.0,No modelled exposure
park-1594,baseline,0.0,0,1594,Playground - Public Access,Playground Location,10708-L100-230-EXW-001,3,d5030a33-1b22-4685-a6e1-316d01dfa4d0,PS_Playground,10708,Mervan Street Reserve,Mangere-Otahuhu,Mervan Street,18R,Auckland,300000.0,2,0.0,No modelled exposure
