record_id,asset_id,asset_type,local_board,replacement_value_nzd,description,site_description,asset_group,planning_area,criticality_score,untreated_eal_nzd,treated_eal_nzd,avoided_annual_loss_nzd,modelled_loss_reduction_pct,base_capital_cost_nzd,cost_multiplier,capital_cost_nzd,annual_om_cost_nzd,analysis_years,real_discount_rate,pv_avoided_loss_nzd,pv_om_cost_nzd,pv_lifecycle_cost_nzd,illustrative_npv_nzd,illustrative_bcr,break_even_capex_nzd,discounted_payback_year,payback_status,assumption_set,analysis_status
park-1698,22175-L100-230-EXW-002,Playground - Public Access,Rodney,300000.0,PS_Playground-Boat Sandpit,Port Albert Wharf Reserve,Playground Location,Rodney,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1708,10340-L100-230-EXW-L04,Playground - Public Access,Maungakiekie-Tamaki,300000.0,PS_Playground,Onehunga Bay Reserve,Playground Location,Maungakiekie-Tamaki,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1759,12942-L151-230-EXW-001,Playground - Public Access,Kaipatiki,300000.0,PS_Playground (Whole)-,Hilders Park,Playground Location,Kaipatiki,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1836,10530-L100-230-EXW-001,Playground - Public Access,Franklin,300000.0,PS_Playground,Grahams Beach Road Reserve,Playground Location,Franklin,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-923,10236-L100-230-EXW-L01,Playground - Public Access,Waitemata,300000.0,PS_Playground,Parnell Salt Water Baths,Playground Location,Waitemata,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-972,11369-L100-230-EXW-001,Playground - Public Access,Waitakere Ranges,300000.0,PS_Playground,Titirangi Beach,Playground Location,Waitakere Ranges,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-982,10928-L152-230-EXW-001,Playground - Public Access,Manurewa,300000.0,PS_Playground,Kauri Point Reserve,Playground Location,Manurewa,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1729,11090-L100-230-EXW-L01,Fitness Station - Public Access,Hibiscus and Bays,150000.0,PS_Fitness Station,Aickin Reserve,Fitness Location,Hibiscus and Bays,2,13985.25,9090.4125,4894.8375,0.35,50000.0,1.0,50000.0,500.0,30,0.05,75245.64975329964,7686.225513441421,57686.22551344142,17559.42423985822,1.3043954442081969,65219.77221040984,18,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1751,22500-L100-230-EXW-L01,Fitness Station - Public Access,Henderson-Massey,150000.0,PS_Fitness Station,Sherwood Park,Fitness Location,Henderson-Massey,2,13985.25,9090.4125,4894.8375,0.35,50000.0,1.0,50000.0,500.0,30,0.05,75245.64975329964,7686.225513441421,57686.22551344142,17559.42423985822,1.3043954442081969,65219.77221040984,18,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1763,11426-L100-230-EXW-L01,Fitness Station - Public Access,Henderson-Massey,150000.0,PS_Fitness Station,Coletta Esplanade,Fitness Location,Henderson-Massey,2,13985.25,9090.4125,4894.8375,0.35,50000.0,1.0,50000.0,500.0,30,0.05,75245.64975329964,7686.225513441421,57686.22551344142,17559.42423985822,1.3043954442081969,65219.77221040984,18,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1776,10754-L100-230-EXW-L02,Fitness Station - Public Access,Howick,150000.0,PS_Fitness Station,Bramley Drive Reserve,Fitness Location,Howick,2,13985.25,9090.4125,4894.8375,0.35,50000.0,1.0,50000.0,500.0,30,0.05,75245.64975329964,7686.225513441421,57686.22551344142,17559.42423985822,1.3043954442081969,65219.77221040984,18,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1795,21933-L100-230-EXW-L02,Fitness Station - Public Access,Franklin,150000.0,PS_Fitness Station,Sandspit Reserve - Waiuku,Fitness Location,Franklin,2,13985.25,9090.4125,4894.8375,0.35,50000.0,1.0,50000.0,500.0,30,0.05,75245.64975329964,7686.225513441421,57686.22551344142,17559.42423985822,1.3043954442081969,65219.77221040984,18,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1187,11068-L100-230-EXW-002,Playground - Public Access,Devonport-Takapuna,300000.0,PS_Playground (Whole),Milford Reserve,Playground Location,Devonport-Takapuna,2,10852.5,7054.125,3798.375,0.35,60000.0,1.0,60000.0,600.0,30,0.05,58390.33366923612,9223.470616129705,69223.4706161297,-10833.136946893588,0.8435048567996912,50610.291407981465,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1194,22255-L100-230-EXW-001,Playground - Public Access,Rodney,300000.0,PS_Playground (Whole)-,Matheson Bay Reserve,Playground Location,Rodney,2,10852.5,7054.125,3798.375,0.35,60000.0,1.0,60000.0,600.0,30,0.05,58390.33366923612,9223.470616129705,69223.4706161297,-10833.136946893588,0.8435048567996912,50610.291407981465,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1254,10020-L100-230-EXW-001,Playground - Public Access,Maungakiekie-Tamaki,300000.0,PS_Playground Rdv80 off Patterson rd,Panmure Basin/Peterson Reserve,Playground Location,Maungakiekie-Tamaki,2,10852.5,7054.125,3798.375,0.35,60000.0,1.0,60000.0,600.0,30,0.05,58390.33366923612,9223.470616129705,69223.4706161297,-10833.136946893588,0.8435048567996912,50610.291407981465,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1293,10063-L100-230-EXW-001,Playground - Public Access,Orakei,300000.0,PS_Playground-Cnr Ridell Rd Roberta Ave,Roberta Reserve,Playground Location,Orakei,2,10852.5,7054.125,3798.375,0.35,60000.0,1.0,60000.0,600.0,30,0.05,58390.33366923612,9223.470616129705,69223.4706161297,-10833.136946893588,0.8435048567996912,50610.291407981465,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1543,21063-L100-230-EXW-001,Playground - Public Access,Waitakere Ranges,300000.0,PS_Playground,Wood Bay Reserve,Playground Location,Waitakere Ranges,2,10852.5,7054.125,3798.375,0.35,60000.0,1.0,60000.0,600.0,30,0.05,58390.33366923612,9223.470616129705,69223.4706161297,-10833.136946893588,0.8435048567996912,50610.291407981465,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1609,22512-L100-230-EXW-001,Playground - Public Access,Upper Harbour,300000.0,PS_Playground (Whole)-,Christmas Beach,Playground Location,Upper Harbour,2,10852.5,7054.125,3798.375,0.35,60000.0,1.0,60000.0,600.0,30,0.05,58390.33366923612,9223.470616129705,69223.4706161297,-10833.136946893588,0.8435048567996912,50610.291407981465,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1685,Panuku Playground 2,Playground - Public Access,Unknown,300000.0,,,Playground Location,Unmapped / not supplied,2,10852.5,7054.125,3798.375,0.35,60000.0,1.0,60000.0,600.0,30,0.05,58390.33366923612,9223.470616129705,69223.4706161297,-10833.136946893588,0.8435048567996912,50610.291407981465,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-182,10488-B077-151,Public Toilet,Waitakere Ranges,450000.0,Vault Toilets Fire Break - Wtks,Waitakere South Regional Park,Building Level 3,Waitakere Ranges,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1862,10491-B152-152,Public Toilet,Rodney,450000.0,Prawn Shed Toilet,Te Rau Puriri Regional Park,Building Level 3,Rodney,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1896,33744-B003-100,Public Toilet,Waitemata,450000.0,Westhaven - (Q Pier) Toilets,Westhaven Marina South,Building Level 3,Waitemata,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1923,22376-B003-151,Public Toilet,Rodney,450000.0,Toilet-Big Omaha Wharf,Big Omaha Wharf,Building Level 3,Rodney,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1939,33755-B002-100,Public Toilet,Waitemata,450000.0,Eastern Viaduct Toilets,Viaduct,Building Level 3,Waitemata,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1941,33752-B003-100,Public Toilet,Waitemata,450000.0,Karanga Toilets,Karanga Plaza,Building Level 3,Waitemata,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1942,33748-B005-100,Public Toilet,Waitemata,450000.0,Playground Toilets,Silo Park,Building Level 3,Waitemata,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1946,33748-B002-100,Public Toilet,Waitemata,450000.0,Silo Toilets,Silo Park,Building Level 3,Waitemata,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-216,10605-B001-151,Public Toilet,Franklin,450000.0,Kawakawa Bay Whitford Park Toilets,Whitford Point Reserve,Building Level 3,Franklin,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-218,10613-B001-151,Public Toilet,Howick,450000.0,Toilet-Subritzky Ramp(Ara Tai Esplanade),Ara Tai Esplanade Reserve,Building Level 3,Howick,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-256,10782-B002-151,Public Toilet,Howick,450000.0,Eastern Beach South Toilet & Changeblock,Eastern Beach Playground Park,Building Level 3,Howick,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-280,10470-B004-151,Public Toilet,Franklin,450000.0,Long Drop Toilet-Brook Rd Esp Reserve,Awhitu Regional Park,Building Level 3,Franklin,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-321,11246-B002-151,Public Toilet,Rodney,450000.0,Toilet-(Shelly Beach Reserve)50m South,Shelly Beach Reserve,Building Level 3,Rodney,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-346,11378-B001-151,Public Toilet,Waitakere Ranges,450000.0,Toilet- (Te Henga Park),Te Henga Park,Building Level 3,Waitakere Ranges,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-37,10020-B006-151,Public Toilet,Maungakiekie-Tamaki,450000.0,Toilet - T11,Panmure Basin/Peterson Reserve,Building Level 3,Maungakiekie-Tamaki,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-412,10496-B002-151,Public Toilet,Waiheke,450000.0,Toilet (Wi26) Poukaraka Flats -Whak,Whakanewha Regional Park,Building Level 3,Waiheke-Great Barrier,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-564,22669-B001-151,Public Toilet,Waitakere Ranges,450000.0,Toilet-Adj To Beach Front Approx 100m,Armour Bay Reserve,Building Level 3,Waitakere Ranges,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-582,20074-B001-151,Public Toilet,Hibiscus and Bays,450000.0,Waiake Beach Public Toilets,Waiake Beach Reserve,Building Level 3,Hibiscus and Bays,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-602,21794-B001-151,Public Toilet,Orakei,450000.0,Shore Road Reserve Toilet,Shore Road Reserve,Building Level 3,Orakei,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-606,22009-B001-151,Public Toilet,Hibiscus and Bays,450000.0,Mairangi Bay Shops Public Toilet,Mairangi Bay Village Green,Building Level 3,Hibiscus and Bays,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-65,10099-B009-151,Public Toilet,Waitemata,450000.0,Toilet - V1 ( Outside S & S ),Streetscape - Waitemata,Building Level 3,Waitemata,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-721,11136-B004-151,Public Toilet,Upper Harbour,450000.0,Toilet-Timber (Rame Reserve),Rame Reserve,Building Level 3,Upper Harbour,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-730,11401-B001-151,Public Toilet,Henderson-Massey,450000.0,Toilet - Taipari Strand,Taipari Strand,Building Level 3,Henderson-Massey,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-769,21798-B001-151,Public Toilet,Orakei,450000.0,Female Toilet - H39 (Okahu Bay),Okahu Bay Reserve,Building Level 3,Orakei,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-777,22385-B001-151,Public Toilet,Hibiscus and Bays,450000.0,Toilet-End Of Waiwera Rd On Rhs,Waiwera Place Reserve,Building Level 3,Hibiscus and Bays,3,16278.75,10581.1875,5697.5625,0.35,90000.0,1.0,90000.0,900.0,30,0.05,87585.50050385417,13835.205924194559,103835.20592419455,-16249.705420340382,0.8435048567996911,75915.43711197219,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-553,21798-B001-152,Changing Shed,Orakei,650000.0,Female Changing Room,Okahu Bay Reserve,Building Level 3,Orakei,2,23513.75,15283.9375,8229.8125,0.35,130000.0,1.0,130000.0,1300.0,30,0.05,126512.38961667825,19984.186334947695,149984.1863349477,-23471.796718269456,0.8435048567996911,109655.63138395984,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-603,21794-B001-152,Changing Shed,Orakei,650000.0,Shore Road Reserve Changing Rooms,Shore Road Reserve,Building Level 3,Orakei,2,23513.75,15283.9375,8229.8125,0.35,130000.0,1.0,130000.0,1300.0,30,0.05,126512.38961667825,19984.186334947695,149984.1863349477,-23471.796718269456,0.8435048567996911,109655.63138395984,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-614,22669-B001-100,Changing Shed,Waitakere Ranges,650000.0,Changing Rm-Adj To Beach Front Aprx 100m,Armour Bay Reserve,Building Level 3,Waitakere Ranges,2,23513.75,15283.9375,8229.8125,0.35,130000.0,1.0,130000.0,1300.0,30,0.05,126512.38961667825,19984.186334947695,149984.1863349477,-23471.796718269456,0.8435048567996911,109655.63138395984,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1821,22359-B003-151,Toilet/Changing,Rodney,800000.0,Toilet-Snells Beach Sunrise Boulevard,Snells Beach (Sunrise Boulevard),Building Level 3,Rodney,3,28940.0,18811.0,10129.0,0.35,160000.0,1.0,160000.0,1600.0,30,0.05,155707.55645129632,24595.92164301255,184595.92164301255,-28888.365191716235,0.8435048567996912,134960.77708795058,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-581,20035-B001-151,Toilet/Changing,Mangere-Otahuhu,800000.0,Kiwi Esplanade Club Toil & Changing rms,Kiwi Esplanade (Bird Refuge & Pump Hse),Building Level 3,Mangere-Otahuhu,3,28940.0,18811.0,10129.0,0.35,160000.0,1.0,160000.0,1600.0,30,0.05,155707.55645129632,24595.92164301255,184595.92164301255,-28888.365191716235,0.8435048567996912,134960.77708795058,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1076,11275-L100-230-EXW-001,Playground - Public Access,Hibiscus and Bays,300000.0,PS_Playground (Whole)-Leisure Centre,Stanmore Bay Park,Playground Location,Hibiscus and Bays,2,4815.0,3129.75,1685.25,0.35,60000.0,1.0,60000.0,600.0,30,0.05,25906.42309305431,9223.470616129705,69223.4706161297,-43317.047523075395,0.3742433435144448,22454.60061086669,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1295,10321-L100-230-EXW-001,Playground - Public Access,Albert-Eden,300000.0,PS_Playground Rj746,Eric Armishaw Park,Playground Location,Albert-Eden,2,4815.0,3129.75,1685.25,0.35,60000.0,1.0,60000.0,600.0,30,0.05,25906.42309305431,9223.470616129705,69223.4706161297,-43317.047523075395,0.3742433435144448,22454.60061086669,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1544,11043-L100-230-EXW-001,Playground - Public Access,Hibiscus and Bays,300000.0,PS_Playground (Whole)-,Mairangi Bay Beach Reserve,Playground Location,Hibiscus and Bays,2,4815.0,3129.75,1685.25,0.35,60000.0,1.0,60000.0,600.0,30,0.05,25906.42309305431,9223.470616129705,69223.4706161297,-43317.047523075395,0.3742433435144448,22454.60061086669,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1573,10782-L100-230-EXW-001,Playground - Public Access,Howick,300000.0,PS_Playground,Eastern Beach Playground Park,Playground Location,Howick,2,4815.0,3129.75,1685.25,0.35,60000.0,1.0,60000.0,600.0,30,0.05,25906.42309305431,9223.470616129705,69223.4706161297,-43317.047523075395,0.3742433435144448,22454.60061086669,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-984,20073-L100-230-EXW-001,Playground - Public Access,Hibiscus and Bays,300000.0,PS_Playground (Whole)-,Rothesay Bay Beach Reserve,Playground Location,Hibiscus and Bays,2,4815.0,3129.75,1685.25,0.35,60000.0,1.0,60000.0,600.0,30,0.05,25906.42309305431,9223.470616129705,69223.4706161297,-43317.047523075395,0.3742433435144448,22454.60061086669,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1801,10265-L100-230-EXW-002,Fitness Station - Public Access,Waitemata,150000.0,PS_Fitness Station,Coxs Bay Reserve,Fitness Location,Waitemata,2,2407.5,1564.875,842.625,0.35,50000.0,1.0,50000.0,500.0,30,0.05,12953.211546527154,7686.225513441421,57686.22551344142,-44733.013966914266,0.2245460061086669,11227.300305433346,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1381,21794-L100-230-EXW-001,Playground - Public Access,Orakei,300000.0,PS_Playground Shore Road Reserve,Shore Road Reserve,Playground Location,Orakei,2,2475.0,1608.7500000000005,866.2499999999995,0.3499999999999998,60000.0,1.0,60000.0,600.0,30,0.05,13316.385702037256,9223.470616129705,69223.4706161297,-55907.084914092455,0.19236807376910708,11542.084426146424,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-926,20023-L100-230-EXW-001,Playground - Public Access,Franklin,300000.0,PS_Playground,Matakawau Point Reserve,Playground Location,Franklin,2,2475.0,1608.7500000000005,866.2499999999995,0.3499999999999998,60000.0,1.0,60000.0,600.0,30,0.05,13316.385702037256,9223.470616129705,69223.4706161297,-55907.084914092455,0.19236807376910708,11542.084426146424,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-927,10652-L100-230-EXW-001,Playground - Public Access,Franklin,300000.0,PS_Playground,Omana Esplanade,Playground Location,Franklin,2,2475.0,1608.7500000000005,866.2499999999995,0.3499999999999998,60000.0,1.0,60000.0,600.0,30,0.05,13316.385702037256,9223.470616129705,69223.4706161297,-55907.084914092455,0.19236807376910708,11542.084426146424,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-111,10262-B001-151,Public Toilet,Orakei,450000.0,Toilet - H35 (Kohimarama Beach),Kohimarama Beach Reserve,Building Level 3,Orakei,3,7222.5,4694.625,2527.875,0.35,90000.0,1.0,90000.0,900.0,30,0.05,38859.63463958147,13835.205924194559,103835.20592419455,-64975.571284613085,0.37424334351444494,33681.90091630004,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-166,10479-B002-151,Public Toilet,Hibiscus and Bays,450000.0,Toilet Block Camp Ground - Shak,Te Haruhi/Shakespear Regional Park,Building Level 3,Hibiscus and Bays,3,7222.5,4694.625,2527.875,0.35,90000.0,1.0,90000.0,900.0,30,0.05,38859.63463958147,13835.205924194559,103835.20592419455,-64975.571284613085,0.37424334351444494,33681.90091630004,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1945,33750-B004-100,Public Toilet,Waitemata,450000.0,Linear Park Toilets,Wynyard Central,Building Level 3,Waitemata,3,7222.5,4694.625,2527.875,0.35,90000.0,1.0,90000.0,900.0,30,0.05,38859.63463958147,13835.205924194559,103835.20592419455,-64975.571284613085,0.37424334351444494,33681.90091630004,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-238,10424-B003-102,Public Toilet,Orakei,450000.0,Toilet,Madills Farm Recreation Reserve,Building Level 3,Orakei,3,7222.5,4694.625,2527.875,0.35,90000.0,1.0,90000.0,900.0,30,0.05,38859.63463958147,13835.205924194559,103835.20592419455,-64975.571284613085,0.37424334351444494,33681.90091630004,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-355,20007-B151-153,Public Toilet,Devonport-Takapuna,450000.0,Devonport Library Toilet,Windsor Reserve,Building Level 3,Devonport-Takapuna,3,7222.5,4694.625,2527.875,0.35,90000.0,1.0,90000.0,900.0,30,0.05,38859.63463958147,13835.205924194559,103835.20592419455,-64975.571284613085,0.37424334351444494,33681.90091630004,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-469,11129-B001-151,Public Toilet,Devonport-Takapuna,450000.0,Toilet-Concrete (King Edward Parade Res),King Edward Parade Reserve,Building Level 3,Devonport-Takapuna,3,7222.5,4694.625,2527.875,0.35,90000.0,1.0,90000.0,900.0,30,0.05,38859.63463958147,13835.205924194559,103835.20592419455,-64975.571284613085,0.37424334351444494,33681.90091630004,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-487,11273-B009-151,Public Toilet,Hibiscus and Bays,450000.0,Orewa Park Southern Toilets Building,Orewa Reserve,Building Level 3,Hibiscus and Bays,3,7222.5,4694.625,2527.875,0.35,90000.0,1.0,90000.0,900.0,30,0.05,38859.63463958147,13835.205924194559,103835.20592419455,-64975.571284613085,0.37424334351444494,33681.90091630004,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-492,11300-B001-151,Public Toilet,Hibiscus and Bays,450000.0,Toilet-Middle of lower reserve,Matakatia Parade Reserve,Building Level 3,Hibiscus and Bays,3,7222.5,4694.625,2527.875,0.35,90000.0,1.0,90000.0,900.0,30,0.05,38859.63463958147,13835.205924194559,103835.20592419455,-64975.571284613085,0.37424334351444494,33681.90091630004,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-634,10139-B007-151,Public Toilet,Orakei,450000.0,"Toilet (Pokanoa Pt, Okahu Bay)",Tamaki Drive (The Landing),Building Level 3,Orakei,3,7222.5,4694.625,2527.875,0.35,90000.0,1.0,90000.0,900.0,30,0.05,38859.63463958147,13835.205924194559,103835.20592419455,-64975.571284613085,0.37424334351444494,33681.90091630004,,not achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
