record_id,asset_id,asset_type,local_board,replacement_value_nzd,description,site_description,asset_group,planning_area,criticality_score,untreated_eal_nzd,treated_eal_nzd,avoided_annual_loss_nzd,modelled_loss_reduction_pct,base_capital_cost_nzd,cost_multiplier,capital_cost_nzd,annual_om_cost_nzd,analysis_years,real_discount_rate,pv_avoided_loss_nzd,pv_om_cost_nzd,pv_lifecycle_cost_nzd,illustrative_npv_nzd,illustrative_bcr,break_even_capex_nzd,discounted_payback_year,payback_status,assumption_set,analysis_status
park-678,10488-B036-151,Public Toilet,Waitakere Ranges,450000.0,Septic Toilet Pine Ave Mens - Wtks,Waitakere South Regional Park,Building Level 3,Waitakere Ranges,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-679,10488-B088-151,Public Toilet,Waitakere Ranges,450000.0,Little Huia Toilet - Wtks,Waitakere South Regional Park,Building Level 3,Waitakere Ranges,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-683,10497-B025-151,Public Toilet,Franklin,450000.0,Karewa Avenue Toilet Block-Waha,Waharau Regional Park,Building Level 3,Franklin,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-716,10998-B002-152,Public Toilet,Devonport-Takapuna,450000.0,Toilet-Timber (Devonport Domain),Devonport Domain,Building Level 3,Devonport-Takapuna,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-738,20007-B003-151,Public Toilet,Devonport-Takapuna,450000.0,Toilet-Brick (Windsor Reserve),Windsor Reserve,Building Level 3,Devonport-Takapuna,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-747,20119-B002-151,Public Toilet,Rodney,450000.0,Toilet-Scotts Landing Next To Boat Ramp,Streetscape - Rodney,Building Level 3,Rodney,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-749,20265-B001-151,Public Toilet,Franklin,450000.0,Toilet-East Boundary,Coulthards Reserve,Building Level 3,Franklin,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-752,20518-B001-151,Public Toilet,Hibiscus and Bays,450000.0,Toilet- (Manly Park - Whole Reserve),Manly Park,Building Level 3,Hibiscus and Bays,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-753,20605-B001-151,Public Toilet,Waitakere Ranges,450000.0,Toilet-(Huia Domain) Bch Front,Huia Domain,Building Level 3,Waitakere Ranges,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-758,21020-B001-151,Public Toilet,Hibiscus and Bays,450000.0,Toilet-(Arkles Strand Reserve),Arkles Bay Beachfront Reserve,Building Level 3,Hibiscus and Bays,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-766,21480-B002-151,Public Toilet,Franklin,450000.0,Toilet-Beside Playground,Big Bay Reserve,Building Level 3,Franklin,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-772,22157-B001-151,Public Toilet,Rodney,450000.0,Toilet-Southern Side Of Accessway 30m,Opahi Bay Beach Reserve,Building Level 3,Rodney,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-775,22255-B001-151,Public Toilet,Rodney,450000.0,Toilet-Front Of Carpark,Matheson Bay Reserve,Building Level 3,Rodney,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-782,22512-B001-151,Public Toilet,Upper Harbour,450000.0,Toilet- (Christmas Beach)-Adj To Western,Christmas Beach,Building Level 3,Upper Harbour,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-787,23528-B006-151,Public Toilet,Rodney,450000.0,Helensville A and P Toilet Block,Helensville A & P,Building Level 3,Rodney,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-806,10736-B002-151,Public Toilet,Mangere-Otahuhu,450000.0,Toilet-Kiwi Esplanade Boat Ramp-Exeloo,Kiwi Esplanade (Boat Ramp),Building Level 3,Mangere-Otahuhu,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-854,10400-B001-152,Public Toilet,Maungakiekie-Tamaki,450000.0,Toilet,Waikaraka Park Cemetery,Building Level 3,Maungakiekie-Tamaki,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-86,10154-B001-151,Public Toilet,Orakei,450000.0,Toilet - H37 (Stone Toilet-Female),Selwyn Reserve - Mission Bay,Building Level 3,Orakei,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-876,22381-B001-151,Public Toilet,Hibiscus and Bays,450000.0,Toilet-(Wade River Road Reserves & Berm),Wade River Road Reserves & Berm,Building Level 3,Hibiscus and Bays,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-881,20346-B001-151,Public Toilet,Franklin,450000.0,Toilet-Back Of Park,Hudsons Beach Recreation Reserve,Building Level 3,Franklin,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-889,20171-B002-101,Public Toilet,Franklin,450000.0,Public Toilet - (Wilsons Beach & access),Clarks Beach-Wilson Beach Access,Building Level 3,Franklin,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-907,10154-B003-151,Public Toilet,Orakei,450000.0,Toilet - H37 (Stone Toilet-Male),Selwyn Reserve - Mission Bay,Building Level 3,Orakei,3,41955.75,27271.2375,14684.5125,0.35000000000000003,90000.0,1.0,90000.0,900.0,30,0.05,225736.94925989895,13835.205924194559,103835.20592419455,121901.74333570439,2.1739924070136616,195659.31663122954,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1754,20605-L100-230-EXW-L02,Playspace - Public Access,Waitakere Ranges,400000.0,PS_Courts,Huia Domain,Playspace Location,Waitakere Ranges,2,37294.0,24241.1,13052.900000000001,0.35000000000000003,80000.0,1.0,80000.0,800.0,30,0.05,200655.06600879907,12297.960821506274,92297.96082150628,108357.1051872928,2.1739924070136616,173919.3925610929,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1013,20823-L100-230-EXW-001,Playground - Public Access,Puketapapa,300000.0,PS_Playground Rqu11,Taylors Bay Road Reserve,Playground Location,Puketapapa,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1029,10035-L100-230-EXW-001,Playground - Public Access,Waiheke,300000.0,PS_Playground Rq698,Ostend Domain,Playground Location,Waiheke-Great Barrier,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1046,21819-L100-230-EXW-001,Playground - Public Access,Papakura,300000.0,PS_Playground,Brylee Drive Reserve,Playground Location,Papakura,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1051,10529-L100-230-EXW-001,Playground - Public Access,Franklin,300000.0,PS_Playground,Clarks Beach Boat Ramp,Playground Location,Franklin,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1052,20509-L100-230-EXW-001,Playground - Public Access,Henderson-Massey,300000.0,PS_Playground,Kelvin Strand,Playground Location,Henderson-Massey,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1063,10605-L100-230-EXW-001,Playground - Public Access,Franklin,300000.0,PS_Playground,Whitford Point Reserve,Playground Location,Franklin,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1070,11087-L100-230-EXW-001,Playground - Public Access,Devonport-Takapuna,300000.0,PS_Playground (Whole)-,Stanley Bay Park,Playground Location,Devonport-Takapuna,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1078,22865-L100-230-EXW-001,Playground - Public Access,Franklin,300000.0,PS_Playground,Orua Bay Reserves,Playground Location,Franklin,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1095,21423-L100-230-EXW-001,Playground - Public Access,Waitakere Ranges,300000.0,PS_Playground,Laingholm Reserve,Playground Location,Waitakere Ranges,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1101,20660-L100-230-EXW-001,Playground - Public Access,Franklin,300000.0,PS_Playground,Glenbrook Beach Beachfront,Playground Location,Franklin,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1112,22474-L100-230-EXW-001,Playground - Public Access,Rodney,300000.0,PS_Playground (Whole)-,Te Moau Reserve&River Esplanade,Playground Location,Rodney,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1124,10845-L100-230-EXW-001,Playground - Public Access,Howick,300000.0,PS_Playground,Cockle Bay Reserve,Playground Location,Howick,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1139,22445-L100-230-EXW-001,Playground - Public Access,Rodney,300000.0,PS_Playground (Whole)-,Baddeleys Beach Reserve,Playground Location,Rodney,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1148,10391-L100-230-EXW-001,Playground - Public Access,Whau,300000.0,PS_Playground,Blockhouse Bay Beach Reserve,Playground Location,Whau,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1170,10791-L100-230-EXW-001,Playground - Public Access,Franklin,300000.0,PS_Playground,Rautawa Place Reserve,Playground Location,Franklin,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1180,21480-L100-230-EXW-001,Playground - Public Access,Franklin,300000.0,PS_Playground,Big Bay Reserve,Playground Location,Franklin,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1199,20007-L100-230-EXW-001,Playground - Public Access,Devonport-Takapuna,300000.0,PS_Playground (Whole)-,Windsor Reserve,Playground Location,Devonport-Takapuna,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1202,11275-L100-230-EXW-002,Playground - Public Access,Hibiscus and Bays,300000.0,PS_Playground (Whole)-Beach foreshore,Stanmore Bay Park,Playground Location,Hibiscus and Bays,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1212,22237-L100-230-EXW-001,Playground - Public Access,Rodney,300000.0,PS_Playground (Whole)-,Sandspit Reserve - Rodney,Playground Location,Rodney,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1218,11088-L100-230-EXW-001,Playground - Public Access,Devonport-Takapuna,300000.0,PS_Playground (Whole)-,Wairoa Road Reserve,Playground Location,Devonport-Takapuna,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1220,22175-L100-230-EXW-001,Playground - Public Access,Rodney,300000.0,PS_Playground-Main Play Area,Port Albert Wharf Reserve,Playground Location,Rodney,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1229,20346-L100-230-EXW-001,Playground - Public Access,Franklin,300000.0,PS_Playground,Hudsons Beach Recreation Reserve,Playground Location,Franklin,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1253,20684-L100-230-EXW-001,Playground - Public Access,Aotea/Great Barrier,300000.0,PS_Playground Raa88,Motairehe 1,Playground Location,Waiheke-Great Barrier,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1257,20554-L100-230-EXW-001,Playground - Public Access,Waiheke,300000.0,PS_Playground Rq693,The Esplanade Blackpool,Playground Location,Waiheke-Great Barrier,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1267,10314-L100-230-EXW-001,Playground - Public Access,Aotea/Great Barrier,300000.0,PS_Playground Raa85,Medlands Playground Reserve,Playground Location,Waiheke-Great Barrier,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1309,10736-L100-230-EXW-001,Playground - Public Access,Mangere-Otahuhu,300000.0,PS_Playground,Kiwi Esplanade (Boat Ramp),Playground Location,Mangere-Otahuhu,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1327,20919-L100-230-EXW-001,Playground - Public Access,Kaipatiki,300000.0,PS_Playground (Whole)-,Rotary Grove (Northcote),Playground Location,Kaipatiki,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1336,20299-L100-230-EXW-001,Playground - Public Access,Devonport-Takapuna,300000.0,PS_Playground (Whole)-,Melrose Reserve,Playground Location,Devonport-Takapuna,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1372,22448-L100-230-EXW-001,Playground - Public Access,Rodney,300000.0,PS_Playground (Whole)-,Campbells Beach Reserve,Playground Location,Rodney,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1405,20518-L100-230-EXW-001,Playground - Public Access,Hibiscus and Bays,300000.0,PS_Playground (Whole)-,Manly Park,Playground Location,Hibiscus and Bays,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1406,11246-L100-230-EXW-001,Playground - Public Access,Rodney,300000.0,PS_Playground (Whole) - Foreshore,Shelly Beach Reserve,Playground Location,Rodney,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1416,20605-L100-230-EXW-001,Playground - Public Access,Waitakere Ranges,300000.0,PS_Playground,Huia Domain,Playground Location,Waitakere Ranges,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1417,20291-L100-230-EXW-001,Playground - Public Access,Devonport-Takapuna,300000.0,PS_Playground (Whole)-,Lansdowne Reserve,Playground Location,Devonport-Takapuna,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1460,10028-L100-230-EXW-001,Playground - Public Access,Waiheke,300000.0,PS_Playground Rq708,Waiheke Island Sports Club,Playground Location,Waiheke-Great Barrier,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1463,10020-L100-230-EXW-002,Playground - Public Access,Maungakiekie-Tamaki,300000.0,PS_Playground Rwv67 Off 98 Ireland,Panmure Basin/Peterson Reserve,Playground Location,Maungakiekie-Tamaki,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1471,21244-L100-230-EXW-001,Playground - Public Access,Franklin,300000.0,PS_Playground,Te Toro Recreation Reserve,Playground Location,Franklin,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1534,11274-L100-230-EXW-001,Playground - Public Access,Rodney,300000.0,PS_Playground-Outside BBQ area,"Whangateau Reserve, Holiday Park & Hall",Playground Location,Rodney,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1539,22165-L100-230-EXW-001,Playground - Public Access,Rodney,300000.0,PS_Playground (Whole)-,Point Wells Foreshore Reserve,Playground Location,Rodney,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1553,20447-L100-230-EXW-001,Playground - Public Access,Devonport-Takapuna,300000.0,PS_Playground (Whole)-,Holloway Reserve (Prev Aramoana Reserve),Playground Location,Devonport-Takapuna,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1555,10927-L100-230-EXW-001,Playground - Public Access,Kaipatiki,300000.0,PS_Playground (Whole)-,Onepoto Domain,Playground Location,Kaipatiki,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1595,21933-L100-230-EXW-001,Playground - Public Access,Franklin,300000.0,PS_Playground,Sandspit Reserve - Waiuku,Playground Location,Franklin,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1648,21798-L100-230-EXW-001,Playground - Public Access,Orakei,300000.0,PS_Playground Rvl83,Okahu Bay Reserve,Playground Location,Orakei,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
park-1697,11274-L200-230-EXW-001,Playground - Public Access,Rodney,300000.0,PS_Playground_Whangateau Domain,"Whangateau Reserve, Holiday Park & Hall",Playground Location,Rodney,2,27970.5,18180.825,9789.675,0.35,60000.0,1.0,60000.0,600.0,30,0.05,150491.2995065993,9223.470616129705,69223.4706161297,81267.82889046958,2.1739924070136616,130439.54442081969,9,achieved within horizon,illustrative_generic_treatment_v1,demonstration_only
