record_id,asset_id,description,site_description,asset_type,asset_group,local_board,planning_area,replacement_value_nzd,criticality_score,coastal_current_eal_nzd,coastal_slr_1m_eal_nzd,liquefaction_overlap_matches,liquefaction_vulnerability,liquefaction_mapped,liquefaction_review_flag,liquefaction_unrecognised_category,coastal_current_exposed,coastal_slr_1m_exposed,screening_flag_count,screening_attention
park-1894,10472-B024-151,Central Toilet and Changing Room - Whlm,Maungatauhoro/Wenderholm Regional Park,Toilet/Changing,Building Level 3,Rodney,Rodney,800000.0,3,0.0,74588.0,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1703,10530-B001-152,Changing room area,Grahams Beach Road Reserve,Changing Shed,Building Level 3,Franklin,Franklin,650000.0,2,5362.5,60602.75,1,Damage Possible,True,True,False,True,True,2,Dual-hazard review
park-378,21866-B001-152,Changing Room,St Heliers Bay Beach Reserve,Changing Shed,Building Level 3,Orakei,Orakei,650000.0,2,0.0,60602.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-792,20605-B001-100,Changing Room-(huia Domain) Bch Front,Huia Domain,Changing Shed,Building Level 3,Waitakere Ranges,Waitakere Ranges,650000.0,2,0.0,60602.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-87,10154-B002-152,Changing Rooms - Middle Of Domain,Selwyn Reserve - Mission Bay,Changing Shed,Building Level 3,Orakei,Orakei,650000.0,2,0.0,60602.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-129,10340-B001-151,Toilets - T30 (Onehunga Bay),Onehunga Bay Reserve,Public Toilet,Building Level 3,Maungakiekie-Tamaki,Maungakiekie-Tamaki,450000.0,3,41955.75,41955.75,1,Damage Possible,True,True,False,True,True,2,Dual-hazard review
park-133,10401-B001-151,Toilet - H20 (Thomas Bloodworth Park),Thomas Bloodworth Park,Public Toilet,Building Level 3,Orakei,Orakei,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1832,10472-B025-151,Glamping Enviro Toilet,Maungatauhoro/Wenderholm Regional Park,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,41955.75,41955.75,1,Damage Possible,True,True,False,True,True,2,Dual-hazard review
park-1903,33742-B001-103,Crusing Club Public Toilet,Westhaven Marina North,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1908,33745-B002-100,Westhaven - (Z Pier)Toilets,Z Pier,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1944,33743-B003-100,Westhaven - (J Pier) Toilets,Westhaven Marina West,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1967,11323-B011-151,Toilet - By Playground,Kaipatiki Recreation Reserve,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,16278.75,41955.75,1,Damage Possible,True,True,False,True,True,2,Dual-hazard review
park-199,10530-B001-151,Toilet- (Grahams Beach Reserve)- Shower,Grahams Beach Road Reserve,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,3712.500000000001,41955.75,1,Damage Possible,True,True,False,True,True,2,Dual-hazard review
park-2005,11274-B032-151,New Toilet-Whangateau Holiday Park,"Whangateau Reserve, Holiday Park & Hall",Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-2019,11274-B031-151,New Toilet-Whangateau Hall Grounds,"Whangateau Reserve, Holiday Park & Hall",Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,16278.75,41955.75,1,Damage Possible,True,True,False,True,True,2,Dual-hazard review
park-255,10782-B001-151,Eastern Beach Central Toilet (Novaloo),Eastern Beach Playground Park,Public Toilet,Building Level 3,Howick,Howick,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-259,10791-B003-151,Kawakawa Bay Central Toilet and Chng Blk,Rautawa Place Reserve,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-292,10480-B009-151,Vault Toilet 10 Behind Woolshed - Tawh,Tawharanui Regional Park,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,16278.75,41955.75,1,Damage Possible,True,True,False,True,True,2,Dual-hazard review
park-296,11107-B001-151,Toilet (Little Shoal Bay Reserve),Little Shoal Bay Reserve/Dudding Park,Public Toilet,Building Level 3,Kaipatiki,Kaipatiki,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-336,11274-B022-100,Toilet-Whangateau Domain,"Whangateau Reserve, Holiday Park & Hall",Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-337,11275-B003-151,Toilet-(Stanmore Bay Recre Res)(Park),Stanmore Bay Park,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-369,20660-B001-151,Toilet- (Glenbrook Beach Beachfront),Glenbrook Beach Beachfront,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-372,20935-B001-151,Toilet - Taumanu Reserve,Taumanu Reserve,Public Toilet,Building Level 3,Maungakiekie-Tamaki,Maungakiekie-Tamaki,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-377,21866-B001-151,Toilet-St Heliers Bay Beach Rserve (H41),St Heliers Bay Beach Reserve,Public Toilet,Building Level 3,Orakei,Orakei,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-381,21986-B002-151,Toilet-By carpark Sth end of The Parade,Eastern Beach Caravan Park,Public Toilet,Building Level 3,Howick,Howick,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-391,22420-B001-151,Toilet-(Dacre Historic & Esplanade Res),Dacre Historic & Esplanade Reserve,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-398,23310-B001-151,Toilet-Waterfront Rd Res-Coronation Rd,Waterfront Road Reserve,Public Toilet,Building Level 3,Mangere-Otahuhu,Mangere-Otahuhu,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-472,11299-B001-151,Toilet- (Birds Beach Recreation Reserve),Birds Beach Recreation Reserve,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-488,11275-B002-151,Toilet-(Stanmore Bay Recreation Reserve),Stanmore Bay Park,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-493,11323-B003-151,Parakai Toilet - 30m NE of Camp Entrance,Kaipatiki Recreation Reserve,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,41955.75,41955.75,1,Damage Possible,True,True,False,True,True,2,Dual-hazard review
park-554,21827-B001-151,Toilet-At Rear Of Reserve,Bucklands Beach Toilet Reserve,Public Toilet,Building Level 3,Howick,Howick,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-589,20119-B004-151,Toilet-100m Before Pakiri Beach Parking,Streetscape - Rodney,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,3712.500000000001,41955.75,1,Damage Possible,True,True,False,True,True,2,Dual-hazard review
park-592,20546-B001-151,Toilet- (Kinloch Reserve)Carpark,Kinloch Reserve,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-60,10154-B002-151,Toilets - Middle Of Domain,Selwyn Reserve - Mission Bay,Public Toilet,Building Level 3,Orakei,Orakei,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-604,21798-B002-151,Toilet Novaloo by playground,Okahu Bay Reserve,Public Toilet,Building Level 3,Orakei,Orakei,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-608,22237-B003-151,Toilet-concrete(Sandspit Res) Playground,Sandspit Reserve - Rodney,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,16278.75,41955.75,1,Damage Possible,True,True,False,True,True,2,Dual-hazard review
park-667,10479-B005-151,Toilet Block Okoromai Bay - Shak,Te Haruhi/Shakespear Regional Park,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,7222.5,41955.75,1,Damage Possible,True,True,False,True,True,2,Dual-hazard review
park-668,10480-B010-151,Vault Toilet 9 Jones Bay - Tawh,Tawharanui Regional Park,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-669,10480-B013-151,Vault Toilet Camp Bay 6 - Tawh,Tawharanui Regional Park,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-749,20265-B001-151,Toilet-East Boundary,Coulthards Reserve,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-752,20518-B001-151,Toilet- (Manly Park - Whole Reserve),Manly Park,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-753,20605-B001-151,Toilet-(Huia Domain) Bch Front,Huia Domain,Public Toilet,Building Level 3,Waitakere Ranges,Waitakere Ranges,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-758,21020-B001-151,Toilet-(Arkles Strand Reserve),Arkles Bay Beachfront Reserve,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-782,22512-B001-151,Toilet- (Christmas Beach)-Adj To Western,Christmas Beach,Public Toilet,Building Level 3,Upper Harbour,Upper Harbour,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-787,23528-B006-151,Helensville A and P Toilet Block,Helensville A & P,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-854,10400-B001-152,Toilet,Waikaraka Park Cemetery,Public Toilet,Building Level 3,Maungakiekie-Tamaki,Maungakiekie-Tamaki,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-86,10154-B001-151,Toilet - H37 (Stone Toilet-Female),Selwyn Reserve - Mission Bay,Public Toilet,Building Level 3,Orakei,Orakei,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-881,20346-B001-151,Toilet-Back Of Park,Hudsons Beach Recreation Reserve,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-907,10154-B003-151,Toilet - H37 (Stone Toilet-Male),Selwyn Reserve - Mission Bay,Public Toilet,Building Level 3,Orakei,Orakei,450000.0,3,0.0,41955.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1754,20605-L100-230-EXW-L02,PS_Courts,Huia Domain,Playspace - Public Access,Playspace Location,Waitakere Ranges,Waitakere Ranges,400000.0,2,0.0,37294.0,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1821,22359-B003-151,Toilet-Snells Beach Sunrise Boulevard,Snells Beach (Sunrise Boulevard),Toilet/Changing,Building Level 3,Rodney,Rodney,800000.0,3,0.0,28940.0,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1070,11087-L100-230-EXW-001,PS_Playground (Whole)-,Stanley Bay Park,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,27970.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1078,22865-L100-230-EXW-001,PS_Playground,Orua Bay Reserves,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,27970.5,27970.5,1,Damage Possible,True,True,False,True,True,2,Dual-hazard review
park-1101,20660-L100-230-EXW-001,PS_Playground,Glenbrook Beach Beachfront,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,27970.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1112,22474-L100-230-EXW-001,PS_Playground (Whole)-,Te Moau Reserve&River Esplanade,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,27970.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1170,10791-L100-230-EXW-001,PS_Playground,Rautawa Place Reserve,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,27970.5,27970.5,1,Damage Possible,True,True,False,True,True,2,Dual-hazard review
park-1199,20007-L100-230-EXW-001,PS_Playground (Whole)-,Windsor Reserve,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,4815.0,27970.5,1,Damage Possible,True,True,False,True,True,2,Dual-hazard review
park-1202,11275-L100-230-EXW-002,PS_Playground (Whole)-Beach foreshore,Stanmore Bay Park,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,10852.5,27970.5,1,Damage Possible,True,True,False,True,True,2,Dual-hazard review
park-1212,22237-L100-230-EXW-001,PS_Playground (Whole)-,Sandspit Reserve - Rodney,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,27970.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1229,20346-L100-230-EXW-001,PS_Playground,Hudsons Beach Recreation Reserve,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,27970.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1257,20554-L100-230-EXW-001,PS_Playground Rq693,The Esplanade Blackpool,Playground - Public Access,Playground Location,Waiheke,Waiheke-Great Barrier,300000.0,2,27970.5,27970.5,1,Damage Possible,True,True,False,True,True,2,Dual-hazard review
park-1267,10314-L100-230-EXW-001,PS_Playground Raa85,Medlands Playground Reserve,Playground - Public Access,Playground Location,Aotea/Great Barrier,Waiheke-Great Barrier,300000.0,2,0.0,27970.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1405,20518-L100-230-EXW-001,PS_Playground (Whole)-,Manly Park,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,27970.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1416,20605-L100-230-EXW-001,PS_Playground,Huia Domain,Playground - Public Access,Playground Location,Waitakere Ranges,Waitakere Ranges,300000.0,2,0.0,27970.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1460,10028-L100-230-EXW-001,PS_Playground Rq708,Waiheke Island Sports Club,Playground - Public Access,Playground Location,Waiheke,Waiheke-Great Barrier,300000.0,2,0.0,27970.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1534,11274-L100-230-EXW-001,PS_Playground-Outside BBQ area,"Whangateau Reserve, Holiday Park & Hall",Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,27970.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1648,21798-L100-230-EXW-001,PS_Playground Rvl83,Okahu Bay Reserve,Playground - Public Access,Playground Location,Orakei,Orakei,300000.0,2,0.0,27970.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1697,11274-L200-230-EXW-001,PS_Playground_Whangateau Domain,"Whangateau Reserve, Holiday Park & Hall",Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,27970.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1708,10340-L100-230-EXW-L04,PS_Playground,Onehunga Bay Reserve,Playground - Public Access,Playground Location,Maungakiekie-Tamaki,Maungakiekie-Tamaki,300000.0,2,0.0,27970.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1836,10530-L100-230-EXW-001,PS_Playground,Grahams Beach Road Reserve,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,27970.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-553,21798-B001-152,Female Changing Room,Okahu Bay Reserve,Changing Shed,Building Level 3,Orakei,Orakei,650000.0,2,0.0,23513.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-603,21794-B001-152,Shore Road Reserve Changing Rooms,Shore Road Reserve,Changing Shed,Building Level 3,Orakei,Orakei,650000.0,2,0.0,23513.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1862,10491-B152-152,Prawn Shed Toilet,Te Rau Puriri Regional Park,Public Toilet,Building Level 3,Rodney,Rodney,450000.0,3,0.0,16278.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1896,33744-B003-100,Westhaven - (Q Pier) Toilets,Westhaven Marina South,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,16278.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1939,33755-B002-100,Eastern Viaduct Toilets,Viaduct,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,41955.75,16278.75,1,Damage Possible,True,True,False,True,True,2,Dual-hazard review
park-1941,33752-B003-100,Karanga Toilets,Karanga Plaza,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,16278.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1942,33748-B005-100,Playground Toilets,Silo Park,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,16278.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1946,33748-B002-100,Silo Toilets,Silo Park,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,16278.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-256,10782-B002-151,Eastern Beach South Toilet & Changeblock,Eastern Beach Playground Park,Public Toilet,Building Level 3,Howick,Howick,450000.0,3,0.0,16278.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-346,11378-B001-151,Toilet- (Te Henga Park),Te Henga Park,Public Toilet,Building Level 3,Waitakere Ranges,Waitakere Ranges,450000.0,3,0.0,16278.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-412,10496-B002-151,Toilet (Wi26) Poukaraka Flats -Whak,Whakanewha Regional Park,Public Toilet,Building Level 3,Waiheke,Waiheke-Great Barrier,450000.0,3,0.0,16278.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-582,20074-B001-151,Waiake Beach Public Toilets,Waiake Beach Reserve,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,16278.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-602,21794-B001-151,Shore Road Reserve Toilet,Shore Road Reserve,Public Toilet,Building Level 3,Orakei,Orakei,450000.0,3,0.0,16278.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-606,22009-B001-151,Mairangi Bay Shops Public Toilet,Mairangi Bay Village Green,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,16278.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-65,10099-B009-151,Toilet - V1 ( Outside S & S ),Streetscape - Waitemata,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,16278.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-769,21798-B001-151,Female Toilet - H39 (Okahu Bay),Okahu Bay Reserve,Public Toilet,Building Level 3,Orakei,Orakei,450000.0,3,0.0,16278.75,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1729,11090-L100-230-EXW-L01,PS_Fitness Station,Aickin Reserve,Fitness Station - Public Access,Fitness Location,Hibiscus and Bays,Hibiscus and Bays,150000.0,2,0.0,13985.25,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1187,11068-L100-230-EXW-002,PS_Playground (Whole),Milford Reserve,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,10852.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1609,22512-L100-230-EXW-001,PS_Playground (Whole)-,Christmas Beach,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,10852.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1685,Panuku Playground 2,,,Playground - Public Access,Playground Location,Unknown,Unmapped / not supplied,300000.0,2,0.0,10852.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-141,10424-B003-100,Changing Rooms - H36,Madills Farm Recreation Reserve,Changing Shed,Building Level 3,Orakei,Orakei,650000.0,2,0.0,10432.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-111,10262-B001-151,Toilet - H35 (Kohimarama Beach),Kohimarama Beach Reserve,Public Toilet,Building Level 3,Orakei,Orakei,450000.0,3,0.0,7222.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-166,10479-B002-151,Toilet Block Camp Ground - Shak,Te Haruhi/Shakespear Regional Park,Public Toilet,Building Level 3,Hibiscus and Bays,Hibiscus and Bays,450000.0,3,0.0,7222.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1945,33750-B004-100,Linear Park Toilets,Wynyard Central,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,7222.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-238,10424-B003-102,Toilet,Madills Farm Recreation Reserve,Public Toilet,Building Level 3,Orakei,Orakei,450000.0,3,0.0,7222.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-355,20007-B151-153,Devonport Library Toilet,Windsor Reserve,Public Toilet,Building Level 3,Devonport-Takapuna,Devonport-Takapuna,450000.0,3,0.0,7222.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-643,10281-B001-151,Toilet - Wi18 ( Man O War Bay),Man O' War Bay,Public Toilet,Building Level 3,Waiheke,Waiheke-Great Barrier,450000.0,3,0.0,7222.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-740,20023-B001-151,Matakawau Point Reserve Toilets,Matakawau Point Reserve,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,7222.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-209,10607-B001-151,Rogers Park Toilets&Changing Room,Rogers Park,Toilet/Changing,Building Level 3,Howick,Howick,800000.0,3,0.0,6600.000000000002,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-332,10905-B001-152,Changing room area (Umupuia Res),Umupuia Coastal Reserve,Changing Shed,Building Level 3,Franklin,Franklin,650000.0,2,0.0,5362.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1076,11275-L100-230-EXW-001,PS_Playground (Whole)-Leisure Centre,Stanmore Bay Park,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,4815.0,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1544,11043-L100-230-EXW-001,PS_Playground (Whole)-,Mairangi Bay Beach Reserve,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,4815.0,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1573,10782-L100-230-EXW-001,PS_Playground,Eastern Beach Playground Park,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,4815.0,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-269,10905-B001-151,Toilet - (Umupuia Coastal Reserve),Umupuia Coastal Reserve,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,3712.500000000001,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-397,22860-B003-151,Toilet Orere Point Res Foreshore - South,Orere Point Beach Reserve,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,3712.500000000001,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-567,22860-B002-151,Toilet Orere Point Res Foreshore - North,Orere Point Beach Reserve,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,3712.500000000001,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1381,21794-L100-230-EXW-001,PS_Playground Shore Road Reserve,Shore Road Reserve,Playground - Public Access,Playground Location,Orakei,Orakei,300000.0,2,0.0,2475.0,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-926,20023-L100-230-EXW-001,PS_Playground,Matakawau Point Reserve,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,2475.0,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-1801,10265-L100-230-EXW-002,PS_Fitness Station,Coxs Bay Reserve,Fitness Station - Public Access,Fitness Location,Waitemata,Waitemata,150000.0,2,0.0,2407.5,1,Damage Possible,True,True,False,False,True,2,Dual-hazard review
park-414,10497-B025-152,Changing room area,Waharau Regional Park,Changing Shed,Building Level 3,Franklin,Franklin,650000.0,2,0.0,60602.75,0,Not mapped,False,False,False,False,True,1,Coastal inundation only
park-802,10158-B003-153,Change Room,Seaside Park,Changing Shed,Building Level 3,Mangere-Otahuhu,Mangere-Otahuhu,650000.0,2,0.0,60602.75,1,Damage Unlikely,True,False,False,False,True,1,Coastal inundation only
park-106,10321-B001-151,Toilet - W32 (Eric Armishaw Park),Eric Armishaw Park,Public Toilet,Building Level 3,Albert-Eden,Albert-Eden,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-121,10391-B001-151,Toilet - W4 Heritage Toilet/change,Blockhouse Bay Beach Reserve,Public Toilet,Building Level 3,Whau,Whau,450000.0,3,0.0,41955.75,0,Not mapped,False,False,False,False,True,1,Coastal inundation only
park-122,10391-B003-151,Toilet - W3 Novaloo (Bhb Beach),Blockhouse Bay Beach Reserve,Public Toilet,Building Level 3,Whau,Whau,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-135,10443-B002-151,Toilet - R1 Rakino,Rakino Island Community Hall & Toilets,Public Toilet,Building Level 3,Waiheke,Waiheke-Great Barrier,450000.0,3,41955.75,41955.75,0,Not mapped,False,False,False,True,True,1,Coastal inundation only
park-186,10488-B022-151,Septic Toilets Pine Ave Womens - Wtks,Waitakere South Regional Park,Public Toilet,Building Level 3,Waitakere Ranges,Waitakere Ranges,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
park-1880,21936-B002-151,Toilet-Exeloo,Rahui Reserve,Public Toilet,Building Level 3,Upper Harbour,Upper Harbour,450000.0,3,0.0,41955.75,0,Not mapped,False,False,False,False,True,1,Coastal inundation only
park-19,10063-B003-151,Toilet - Roberta Reserve,Roberta Reserve,Public Toilet,Building Level 3,Orakei,Orakei,450000.0,3,0.0,41955.75,1,Very Low,True,False,False,False,True,1,Coastal inundation only
