record_id,asset_id,description,site_description,asset_type,asset_group,local_board,planning_area,replacement_value_nzd,criticality_score,coastal_current_eal_nzd,coastal_slr_1m_eal_nzd,liquefaction_overlap_matches,liquefaction_vulnerability,liquefaction_mapped,liquefaction_review_flag,liquefaction_unrecognised_category,coastal_current_exposed,coastal_slr_1m_exposed,screening_flag_count,screening_attention
park-1335,22699-L100-230-EXW-001,PS_Playground,Kingseat Recreation Reserve,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1337,21316-L100-230-EXW-001,PS_Playground,Armoy Park (Amylynn Place Reserve),Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1338,10304-L100-230-EXW-001,PS_Playground,Salisbury Reserve,Playground - Public Access,Playground Location,Waitemata,Waitemata,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1339,10396-L100-230-EXW-001,PS_Playground Rj778,Mt Albert War Memorial Reserve,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-134,10407-B001-101,Toilet - T1 (Mt Well War Memo. Reserve),Mt Wellington War Memorial Reserve,Public Toilet,Building Level 3,Maungakiekie-Tamaki,Maungakiekie-Tamaki,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1340,10408-L100-230-EXW-001,PS_Playground_By Community Centre,Crossfield Reserve,Playground - Public Access,Playground Location,Orakei,Orakei,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1341,10288-L100-230-EXW-001,PS_Playground Waterview,Waterview Reserve,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1342,21126-L100-230-EXW-001,PS_Playground (Whole)-,Selwyn Reserve - Forrest Hill,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1343,21383-L100-230-EXW-001,PS_Playground Kuaka Park,Kuaka Park,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1344,10317-L100-230-EXW-001,PS_Playground Rdm50,Massey Reserve,Playground - Public Access,Playground Location,Maungakiekie-Tamaki,Maungakiekie-Tamaki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1345,10000-L100-230-EXW-001,PS_Playground Rec30,Francis Reserve,Playground - Public Access,Playground Location,Waitemata,Waitemata,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1346,10277-L100-230-EXW-001,PS_Playground Myers Park,Myers Park,Playground - Public Access,Playground Location,Waitemata,Waitemata,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1347,21523-L100-230-EXW-001,PS_Playground-Next to 416 Panama Rd,Flat Rock Reserve,Playground - Public Access,Playground Location,Maungakiekie-Tamaki,Maungakiekie-Tamaki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1348,11420-L100-230-EXW-002,PS_Playground,Starling Park,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1349,23096-L100-230-EXW-001,PS_Playground-By Path from Kupe St,Kupe North Reserve,Playground - Public Access,Playground Location,Orakei,Orakei,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1350,10144-L100-230-EXW-001,PS_Playground Grey Lynn Comm Centre,Grey Lynn Community Centre,Playground - Exclusive Access,Playground Location,Waitemata,Waitemata,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1351,21673-L100-230-EXW-001,PS_Playground-Jnr-Rd frontage Dallas Pl,Dallas Reserve,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1353,10637-L100-230-EXW-001,PS_Playground,Inverell Park,Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1354,22935-L100-230-EXW-001,PS_Playground,Megan Park,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1355,10596-L100-230-EXW-001,PS_Playground-Claymore St frontage,Leabank Park,Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1356,20241-L100-230-EXW-001,PS_Playground,Dairyland Park,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1357,22755-L100-230-EXW-001,PS_Playground,Manukau Park,Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1358,21651-L100-230-EXW-002,PS_Playground-Otago Pl end,Boggust Park,Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-136,10455-B002-151,Toilet - Michael Joseph Savage Memorial,Michael Joseph Savage Memorial,Public Toilet,Building Level 3,Orakei,Orakei,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1360,10514-L100-230-EXW-001,PS_Playground-Behind playcentre building,Wellington Street Reserve - Pukekohe,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1361,22792-L100-230-EXW-001,PS_Playground,Jutland Road Recreation Reserve,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1362,22887-L100-230-EXW-001,PS_Playground,Proude Reserve,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1363,10531-L100-230-EXW-001,PS_Playground - Opp Pukekohe Highschool,Bledisloe Park - Franklin,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1364,10520-L100-230-EXW-001,PS_Playground-Snr-Behind Com Building,Hamilton Estate Recreation Reserve,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1365,11290-L100-230-EXW-001,PS_Playground (Whole)-,Wellsford War Memorial Park,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1366,22782-L100-230-EXW-001,PS_Playground,Logan Carr Reserve,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1367,10532-L100-230-EXW-001,PS_Playground,Colin Lawrie Fields,Playground - Public Access,Playground Location,Franklin,Franklin,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1368,24314-L100-230-EXW-001,PS_Playground,Mauku Reserve,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1369,20570-L100-230-EXW-001,PS_Playground,Anderson Park (Grand Vue Road Reserve),Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-137,10456-B001-151,Harbour View public toilets W33,Harbour View Reserve,Public Toilet,Building Level 3,Albert-Eden,Albert-Eden,450000.0,3,0.0,0.0,0,Not mapped,False,False,False,False,False,0,No elevated flag
park-1370,23186-L100-230-EXW-001,PS_Playground,Clare Place Reserve,Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1371,10588-L100-230-EXW-001,PS_Playground - Equal Access,Lloyd Elsmore Park,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1373,21560-L100-230-EXW-001,PS_Playground,Bacardi Reserve,Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1374,23016-L100-230-EXW-001,PS_Playground,Motatau Park,Playground - Public Access,Playground Location,Otara-Papatoetoe,Otara-Papatoetoe,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1375,22961-L100-230-EXW-001,PS_Playground,Matthews Park,Playground - Public Access,Playground Location,Otara-Papatoetoe,Otara-Papatoetoe,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1376,11096-L100-230-EXW-001,PS_Playground-Junior,Marlborough Park,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1377,22161-L100-230-EXW-001,PS_Playground (Whole)-,Lynn Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1378,20949-L100-230-EXW-001,PS_Playground,Olive Grove,Playground - Public Access,Playground Location,Waitakere Ranges,Waitakere Ranges,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1379,20054-L100-230-EXW-001,PS_Playground (Whole)-,Greville Reserve,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-138,10462-B001-151,Toilet (Raymond Reserve),Raymond Reserve,Public Toilet,Building Level 3,Albert-Eden,Albert-Eden,450000.0,3,0.0,0.0,0,Not mapped,False,False,False,False,False,0,No elevated flag
park-1380,11418-L100-230-EXW-001,PS_Playground,Lawson Park,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1383,20800-L100-230-EXW-001,PS_Playground (Whole)-,Vandeleur Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1384,22405-L100-230-EXW-001,PS_Playground (Whole)-,Cooper - Lea Reserve,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1386,11460-L100-230-EXW-001,PS_Playground Scout Hall,Tui Glen Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1387,10936-L100-230-EXW-001,PS_Playground (Whole)-,Collins Park,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1388,12940-L100-230-EXW-001,PS_Playground (Whole)-,Stredwick Reserve,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1389,20841-L100-230-EXW-001,PS_Playground,Kensington Gardens,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-139,10258-B001-151,Glen Innes Community Library,Ruapotaka Reserve,Library,Building Level 3,Maungakiekie-Tamaki,Maungakiekie-Tamaki,15000000.0,5,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1390,11490-L100-230-EXW-001,PS_Playground,Mason Park,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1391,21909-L100-230-EXW-001,PS_Playground (Whole)-,Oak Park,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1392,20246-L100-230-EXW-001,PS_Playground,Clydesdale Park,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1395,22401-L100-230-EXW-001,PS_Playground (Whole)-,Hardley Reserve,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1396,22047-L100-230-EXW-001,PS_Playground,Flinders Park,Playground - Public Access,Playground Location,Otara-Papatoetoe,Otara-Papatoetoe,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1397,11391-L100-230-EXW-001,PS_Playground,Henderson Valley Park,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1398,22087-L100-230-EXW-001,PS_Playground (Whole)-,"Lenihan Reserve, KÅkÅ",Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1399,21069-L100-230-EXW-001,PS_Playground (Whole)-,Leiden Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-14,10011-B001-158,Auckland Central Library - Lv 05 (Plant),Auckland Central Library,Library,Building Level 3,Waitemata,Waitemata,15000000.0,5,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-140,10277-B002-151,Toilet - H7 (Myers Park),Myers Park,Public Toilet,Building Level 3,Waitemata,Waitemata,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1400,22531-L100-230-EXW-001,PS_Playground,Starforth Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1402,11395-L151-230-EXW-001,PS_Playground,Corban Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1403,10686-L100-230-EXW-001,PS_Playground,Blyton Lane Reserve,Playground - Public Access,Playground Location,Howick,Howick,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1404,11302-L100-230-EXW-001,PS_Playground (Whole)-,Manuhiri Reserve,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1407,22374-L100-230-EXW-001,PS_Playground (Whole)-,Church Hill Reserve,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1408,10825-L100-230-EXW-001,PS_Playground,Middlemore Park,Playground - Public Access,Playground Location,Otara-Papatoetoe,Otara-Papatoetoe,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1409,21792-L100-230-EXW-001,PS_Playground,Gus Nola Park,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1410,20539-L100-230-EXW-001,PS_Playground (Whole)-,Regency Park Drive Reserve,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1411,21119-L100-230-EXW-001,PS_Playground (Whole)-,Rewi Alley Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1412,21281-L100-230-EXW-001,PS_Playground,Gallony Park,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1414,20502-L100-230-EXW-001,PS_Playground,Lockington Green,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1415,22516-L100-230-EXW-001,PS_Playground,Spargo Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1418,20287-L100-230-EXW-001,PS_Playground (Whole)-,Kiwi Reserve,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1419,10629-L100-230-EXW-001,PS_Playground - Senior,David Nathan Park,Playground - Public Access,Playground Location,Manurewa,Manurewa,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1422,22235-L100-230-EXW-001,PS_Playground (Whole)-,Fields Reserve,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1423,10664-L100-230-EXW-001,PS_Playground,Ferndown Park (24R),Playground - Public Access,Playground Location,Otara-Papatoetoe,Otara-Papatoetoe,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1424,21817-L100-230-EXW-001,PS_Playground,Murillo Reserve,Playground - Public Access,Playground Location,Henderson-Massey,Henderson-Massey,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1425,22794-L100-230-EXW-001,PS_Playground,Kamaka Park,Playground - Public Access,Playground Location,Mangere-Otahuhu,Mangere-Otahuhu,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1426,11205-L100-230-EXW-001,PS_Playground (Whole)-,Riverhead War Memorial Park,Playground - Public Access,Playground Location,Rodney,Rodney,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1427,22705-L100-230-EXW-001,PS_Playground,Lappington Park,Playground - Public Access,Playground Location,Otara-Papatoetoe,Otara-Papatoetoe,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1428,20749-L100-230-EXW-001,PS_Playground (Whole)-,Jamie Hansen Park,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1429,20006-L100-230-EXW-001,PS_Playground (Whole)-,Normanton Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-143,10431-B001-151,Toilet - W9 (Craigavon Park),Craigavon Park,Public Toilet,Building Level 3,Whau,Whau,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1430,21677-L100-230-EXW-001,PS_Playground,Taramea Reserve,Playground - Public Access,Playground Location,Whau,Whau,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1431,20815-L100-230-EXW-001,PS_Playground (Whole)-,Celeste Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1432,22125-L100-230-EXW-001,PS_Playground (Whole)-,Cranston Street Reserve,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1433,11469-L100-230-EXW-001,PS_Playground,Harold Moody Reserve Duck Park,Playground - Public Access,Playground Location,Waitakere Ranges,Waitakere Ranges,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1436,22103-L100-230-EXW-001,PS_Playground (Whole)-,Wharf Reserve - Albany,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1437,10926-L100-230-EXW-001,PS_Playground (Whole)-,Shepherds Park,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1439,22189-L100-230-EXW-001,PS_Playground (Whole)-,Sapphire Reserve,Playground - Public Access,Playground Location,Kaipatiki,Kaipatiki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-144,10443-B003-151,"Toilet - R2, Rakino Island",Rakino Island Community Hall & Toilets,Public Toilet,Building Level 3,Waiheke,Waiheke-Great Barrier,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1440,22577-L100-230-EXW-001,PS_Playground,Tamariki Reserve,Playground - Public Access,Playground Location,Waitakere Ranges,Waitakere Ranges,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1441,22098-L100-230-EXW-001,PS_Playground (Whole)-,Cairnbrae Reserve,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1442,11066-L100-230-EXW-001,PS_Playground (Whole)-,Kennedy Park,Playground - Public Access,Playground Location,Devonport-Takapuna,Devonport-Takapuna,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1443,22668-L100-230-EXW-001,PS_Playground (Whole)-,Millwater Park Playground Reserve,Playground - Public Access,Playground Location,Hibiscus and Bays,Hibiscus and Bays,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1444,21979-L100-230-EXW-001,PS_Playground (Whole)-,Hendrika Court,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1445,10269-L100-230-EXW-001,PS_Playground Rst80,Fergusson Domain,Playground - Public Access,Playground Location,Maungakiekie-Tamaki,Maungakiekie-Tamaki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1446,10444-L100-230-EXW-002,PS_Playground Swing South of Park,Nicholson Park,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1447,21348-L100-230-EXW-001,PS_Playground Rj522,Horsham Reserve,Playground - Public Access,Playground Location,Maungakiekie-Tamaki,Maungakiekie-Tamaki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1448,21137-L100-230-EXW-001,PS_Playground Rj768,John Moore Reserve,Playground - Public Access,Playground Location,Puketapapa,Puketapapa,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1449,21379-L100-230-EXW-001,PS_Playground Ry362,Fairlands Reserve,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-145,10467-B001-151,Carpark Toilet Block-Oman,O Manawatere Regional Park,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1450,23103-L100-230-EXW-001,PS_Playground Rdf16,Fong Reserve,Playground - Public Access,Playground Location,Maungakiekie-Tamaki,Maungakiekie-Tamaki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1451,10381-L100-230-EXW-001,PS_Playground Rqu12,Margaret Griffen Park,Playground - Public Access,Playground Location,Puketapapa,Puketapapa,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1452,10211-L100-230-EXW-001,PS_Playground Rj769,Lynfield Reserve,Playground - Public Access,Playground Location,Puketapapa,Puketapapa,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1454,21396-L100-230-EXW-001,PS_Playground Ry505,Vermont Reserve,Playground - Public Access,Playground Location,Waitemata,Waitemata,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1456,21177-L100-230-EXW-001,PS_Playground Rr034,Stranolar Reserve,Playground - Public Access,Playground Location,Puketapapa,Puketapapa,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1457,21077-L100-230-EXW-001,PS_Playground Rhn82,Harbutt Reserve,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1458,10271-L100-230-EXW-001,PS_Playground - Venue for hire,Riverside Community Centre,Playground - Exclusive Access,Playground Location,Maungakiekie-Tamaki,Maungakiekie-Tamaki,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1459,20869-L100-230-EXW-001,PS_Playground Rfy13,Aitken Reserve,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-146,10467-B004-151,Campground Middle Toilet-Oman,O Manawatere Regional Park,Public Toilet,Building Level 3,Franklin,Franklin,450000.0,3,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1461,10415-L100-230-EXW-001,PS_Playground Rq766,Melville Park,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1462,21081-L100-230-EXW-001,PS_Playground Rr026,Quona Reserve,Playground - Public Access,Playground Location,Puketapapa,Puketapapa,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1464,23080-L100-230-EXW-001,PS_Playground Sad16,Celtic Crescent Reserve,Playground - Public Access,Playground Location,Orakei,Orakei,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1465,21806-L100-230-EXW-001,PS_Playground Sbv28,Wharua Reserve,Playground - Public Access,Playground Location,Orakei,Orakei,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1466,20877-L100-230-EXW-001,PS_Playground Ry776,Delphine Park,Playground - Public Access,Playground Location,Albert-Eden,Albert-Eden,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1467,21465-L100-230-EXW-001,PS_Playground,Thornton Reserve,Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
park-1468,22286-L100-230-EXW-001,PS_Playground (Whole)-,Glen Bay Close Reserve,Playground - Public Access,Playground Location,Upper Harbour,Upper Harbour,300000.0,2,0.0,0.0,1,Very Low,True,False,False,False,False,0,No elevated flag
park-1469,22971-L100-230-EXW-001,PS_Playground,Milano Reserve,Playground - Public Access,Playground Location,Papakura,Papakura,300000.0,2,0.0,0.0,1,Damage Unlikely,True,False,False,False,False,0,No elevated flag
